id,returnId,bookItemId,conditionAtReturn,notes
a2f0417d-b44f-4fe0-bf46-d33084a6c701,RET-000378,BI-01113,Good,Damaged cover
0934bc80-2a60-4933-81ee-2226408c0e12,RET-000378,BI-00019,Good,Damaged cover
3ec5fc2f-9970-4fe0-b59b-5dcd1262260e,RET-000378,BI-02905,Good,
dcaa702f-db34-45d3-b1c6-a4910eaa7df8,RET-000379,BI-02248,Good,Late return
5ed43ea1-b925-4080-8ca5-b2fbc8ae4834,RET-000379,BI-01401,Good,
aab07c30-a5ca-437a-8905-6feb29e1e94f,RET-000380,BI-00104,Good,
84647455-d191-4705-9724-dc692d95fcbd,RET-000380,BI-01324,Good,
333118ff-7645-4668-91bc-5b5beab9e4da,RET-000380,BI-00243,Good,Late return
7135075a-991e-4c28-92e2-c5dab484cbc8,RET-000381,BI-02194,Good,
8d04cb83-848d-4e8c-8c25-4bbb82fa91f6,RET-000381,BI-02094,Good,Damaged cover
b137eb3e-b260-409d-9ada-5005a57887d5,RET-000382,BI-01061,Good,Damaged cover
df542715-ed18-4b46-ad4e-b41859c00d48,RET-000383,BI-01014,Good,
cc66f65e-a22c-4b92-826c-30319fdd3ac4,RET-000383,BI-01069,Good,
9a2ca59b-b836-409b-b075-f3c2462ea630,RET-000384,BI-01901,Good,
e5bcfec3-ec91-48ff-b720-8e96d166b313,RET-000384,BI-01198,Good,
38c1befb-52b8-4ec9-bed9-50c4d0d4da8e,RET-000385,BI-01754,Good,
a1b1dd66-8129-4f0d-b5d6-7231f921a336,RET-000385,BI-00258,Good,Damaged cover
5c67f6cf-b1cf-4926-a697-cb9077cd3467,RET-000386,BI-02082,Good,Late return
fbe4137b-707d-4bb1-8b4c-baa13ab3a415,RET-000386,BI-01656,Good,Late return
e5921fe5-b491-4f97-95a9-8b6d870c3676,RET-000386,BI-02664,Good,Damaged cover
5a84b0b4-2c02-4c7b-bc07-4f69990647c8,RET-000387,BI-01971,Good,Late return
5a533d36-2fcb-42e1-b83d-2a1b4aa99fb1,RET-000388,BI-01000,Good,
2183bf63-19f3-4a5d-8124-e338c128651c,RET-000388,BI-01326,Good,Damaged cover
989b388e-f787-40e5-8221-00c41745c791,RET-000388,BI-02918,Good,
fa41bda6-d649-46e6-8331-6245a415c929,RET-000389,BI-00821,Good,Late return
18bb8662-7ef9-4c61-999a-00ed4c4b704b,RET-000390,BI-02661,Good,
02a2b7cf-64b4-4754-8417-0ad8d7aba67e,RET-000390,BI-01908,Good,Late return
7fbb2472-cd43-4685-8864-bcd4eca0d412,RET-000390,BI-02167,Good,Damaged cover
889561d0-dd43-4911-8ff1-a2e480f2c0c9,RET-000391,BI-01889,Good,
54f8ec36-2fcd-48d0-b874-698de73c1b26,RET-000392,BI-02735,Good,
9a5b67d9-def0-4b3b-b453-fc4c76a73dcf,RET-000393,BI-01325,Good,Late return
9e9226b8-76c0-421d-bd38-deb69dc38c58,RET-000393,BI-00440,Good,
ca1560fe-3052-4ef1-b3fb-541c58d3b9eb,RET-000394,BI-00295,Good,
ba1aa703-a1c4-4a4b-8b4e-f3a1e12d6e0c,RET-000394,BI-01955,Good,Late return
00f62314-7664-484c-a95a-7804549e8df6,RET-000395,BI-01680,Good,Damaged cover
f5368ace-358d-4329-8bbb-67e18e99a785,RET-000395,BI-00419,Good,
69602207-4bf1-4a0f-9697-64c0eee6c486,RET-000395,BI-01856,Good,Late return
dca62b2a-7f74-4575-8688-eb887871610e,RET-000396,BI-00137,Good,Damaged cover
9360c365-4d8a-41e7-86c1-0d0795cab520,RET-000397,BI-01758,Good,Late return
ab1a8be0-15a7-4651-a298-1a968e094474,RET-000397,BI-00831,Good,
2f696816-9f50-496e-89a0-68f82d0f4b17,RET-000397,BI-02312,Good,
8b825719-8e2b-4428-bf20-f821a6014e41,RET-000398,BI-01005,Good,Damaged cover
26e5cc1c-7e1a-460c-86cd-c1cb2265d4aa,RET-000398,BI-02919,Good,
d6473ad9-08b2-4330-a9c2-563223030b64,RET-000398,BI-01185,Good,
fb0320fd-c175-4676-a4b3-7a8c40921168,RET-000399,BI-00318,Good,
35f94a0f-be0e-45d8-b7f2-3fbe406ebd35,RET-000399,BI-00133,Good,Late return
0a218f35-486a-4067-816e-454f85baedb4,RET-000400,BI-00103,Good,
92fd16e3-65e5-4560-9c34-7e4eeaea200f,RET-000400,BI-01001,Good,Late return
95b65cc3-add5-4693-8370-038f843b9330,RET-000400,BI-02902,Good,Late return
440434da-680e-4cdc-a651-65bce356943e,RET-000401,BI-01227,Good,Late return
cb0416d4-1c5e-4669-808a-d094776a63eb,RET-000402,BI-00888,Good,Damaged cover
1b7c2c9a-e1f8-4fed-9899-799ed84f0740,RET-000403,BI-01787,Good,
c07059dd-8b3a-4481-a28b-e595981e4810,RET-000403,BI-01309,Good,Late return
2f5e701d-46cc-4c32-a756-0a53801d14b1,RET-000404,BI-01828,Good,Late return
7b5274a1-9cc2-47eb-b8eb-4ef1bce39a28,RET-000405,BI-02253,Good,Late return
52c87f00-a18a-4430-addb-2a9b6ef9e1a5,RET-000405,BI-00577,Good,
046971ed-eed9-4640-9f5b-f033a4b887e2,RET-000406,BI-02384,Good,
f9903fef-d571-4a53-82be-ba08788754eb,RET-000407,BI-00565,Good,Late return
10a146dd-3d4a-43c7-a2ed-af64b8d69dc4,RET-000408,BI-01607,Good,
62e033c5-0ded-4e49-b88d-1ec776d76cbd,RET-000408,BI-01893,Good,Damaged cover
7beab332-3caf-497e-8f5b-eb9bc537c1ff,RET-000408,BI-00378,Good,Damaged cover
ef0a905a-eba2-4ced-a491-456820670efe,RET-000409,BI-00384,Good,Late return
3b81bb9d-b70a-466d-8d0b-98e1ca4a3721,RET-000409,BI-02409,Good,Damaged cover
ca27874b-9999-471a-8ffb-9d65e1266285,RET-000409,BI-00705,Good,Damaged cover
08a3b881-e4a1-4014-a99e-93efa4dd14d8,RET-000410,BI-02138,Good,Damaged cover
6e2c4f8d-b61f-4d2d-a082-7e99fa997903,RET-000410,BI-00271,Good,Late return
ed4efd88-231e-4293-b342-9753216edd23,RET-000411,BI-00648,Good,
89b703ee-c823-44ca-b639-b50c838d2891,RET-000412,BI-01653,Good,Late return
39d0c88a-e613-4bb8-9ab9-d0d68f8c9e9c,RET-000412,BI-02649,Good,
1f8f1d7f-dd54-4c33-9b35-df5199374b25,RET-000413,BI-01010,Good,Damaged cover
70bb23dd-e78d-4e3a-b7ab-f4c4692777b2,RET-000413,BI-00289,Good,
d3204b5f-eeb1-4cd3-9b73-9b56dc969ab2,RET-000413,BI-02471,Good,Late return
71edb412-fb3f-42a8-91f2-435084ca682b,RET-000414,BI-00479,Good,Late return
406a8d20-dba9-43e5-83e6-44702cd69ba1,RET-000415,BI-00348,Good,Damaged cover
906085a6-17f7-417c-b549-267f9b87f4a9,RET-000415,BI-00122,Good,
dd9243c6-7809-4261-8ff7-f43b1e3fd226,RET-000416,BI-01997,Good,
738f3994-bc5d-4b53-b387-b49594af016b,RET-000416,BI-00228,Good,Damaged cover
16f6a341-5171-4203-b7e6-81f48be6a515,RET-000417,BI-02258,Good,
fab62a87-52a6-4f07-9b4d-34b2f2d54267,RET-000417,BI-02027,Good,
b5912599-b082-40bc-b2c3-cc05d89845cb,RET-000417,BI-02196,Good,
049888e6-1de2-4801-b122-d3e240d48316,RET-000418,BI-00902,Good,Damaged cover
70567558-3a37-40e7-8f11-016899de9a86,RET-000419,BI-01495,Good,Late return
46b949aa-d12a-46b4-a420-9918d3e922e7,RET-000420,BI-00046,Good,Damaged cover
a316733b-80b2-4841-8889-6ba8b4c1d69e,RET-000421,BI-01966,Good,Late return
0cf68f11-cc04-4c58-a2ab-3420bd993e9e,RET-000421,BI-02857,Good,Damaged cover
4f6b47c6-efd7-43f9-bcc9-ae386b49d323,RET-000421,BI-00616,Good,Late return
8915d897-85aa-4dae-a699-59de377882e2,RET-000422,BI-01805,Good,Late return
ac074696-bb37-45eb-8ac8-c5f6b0cda6f4,RET-000423,BI-02811,Good,
2ca68335-e66f-4119-b8da-82d7c89590f6,RET-000424,BI-00454,Good,Damaged cover
64780439-2bd7-42bf-8892-c29575d14279,RET-000424,BI-02913,Good,Late return
6647038d-375e-43d7-95d7-90e258538fae,RET-000425,BI-00686,Good,Damaged cover
282af903-abc6-4217-9569-076570d9eaf6,RET-000426,BI-00202,Good,Damaged cover
fa3eba6d-cdb4-4815-897a-1dc0ef261a95,RET-000426,BI-00570,Good,
dd3dec0a-424f-453f-99b6-b2b74580cbdf,RET-000426,BI-02089,Good,
ca9255bb-a8d1-4c71-90c3-9406493d1ab4,RET-000427,BI-01572,Good,
e0981715-30bf-4844-8f20-bc551b0edf56,RET-000428,BI-01887,Good,
a1156375-a4c4-4255-a830-519726dfc714,RET-000428,BI-02653,Good,Late return
efa33ef9-45a1-4a18-9e98-f0e6dd804f51,RET-000428,BI-00504,Good,
f0a9ea5f-d1c5-434f-bbd7-dc93195c8d41,RET-000429,BI-01732,Good,
98dc0d73-98e9-4e57-87c5-e989f10a256b,RET-000430,BI-02759,Good,
db5f8f38-452c-4319-bc60-6323e9bca1e6,RET-000430,BI-00040,Good,
e1689516-57c5-418d-ad25-c8a035be168f,RET-000431,BI-02566,Good,Damaged cover
a13c2242-d59e-4805-9f58-cd3088e3da4f,RET-000432,BI-02393,Good,
02966e1d-bf46-43c9-b5d0-01bc5155b838,RET-000433,BI-00060,Good,
4b10834f-0056-4910-88b0-85c4b6fd689f,RET-000434,BI-02551,Good,Damaged cover
9a66ed51-5662-49e1-9af2-5f6ae6fb58d1,RET-000435,BI-01943,Good,
c5a0e00a-1986-42df-b9f0-f1305d863bf9,RET-000435,BI-00455,Good,Damaged cover
222e30f8-bee7-4993-89b1-d73b95723297,RET-000436,BI-02240,Good,
0971f68b-a960-412b-aa08-4afbd0bfca47,RET-000436,BI-01249,Good,Damaged cover
59008399-3593-4f5a-92af-6acce68929c0,RET-000436,BI-00254,Good,
0b65fc6d-6a58-4acb-9d96-fcba24d90dac,RET-000437,BI-00591,Good,
e446ca92-deef-41c6-b2bb-2b3fc4fed990,RET-000438,BI-01231,Good,Damaged cover
4ffee7d0-5929-4d1d-9147-67ebf43d4029,RET-000438,BI-02254,Good,
9d2345d2-cd71-4daf-83da-265099068317,RET-000439,BI-01838,Good,Late return
2e44e8a6-4636-4483-a9f1-d238c30638c1,RET-000440,BI-01066,Good,Late return
5a8764f4-c242-428e-bf2f-22d68aea8c6a,RET-000440,BI-00385,Good,
ffa033c5-70c5-499c-a15e-c0b7ff33ac7f,RET-000440,BI-02306,Good,Damaged cover
f9b1d027-2d43-44cc-8171-d967a9d51a2d,RET-000441,BI-02383,Good,Damaged cover
e09861e8-7174-47d7-8035-b3897fd30352,RET-000441,BI-02223,Good,
5eeb2021-8199-4f5d-8c0d-a9caa2c3fe60,RET-000441,BI-01103,Good,Late return
3982ca6c-edf7-456c-940b-61873223aad6,RET-000442,BI-02654,Good,Damaged cover
1849f0b4-bd37-4a9a-941d-469f6d7c5c85,RET-000442,BI-00431,Good,
abc1649e-d186-4b7b-8a02-24e208f30193,RET-000442,BI-02139,Good,
471b8dc8-1018-4969-9256-7a51bab813e5,RET-000443,BI-00204,Good,
dfda6492-3b04-4622-8cc5-b5acb6faf7bb,RET-000443,BI-02201,Good,Late return
38f82955-f9b2-41b7-a502-25de6bf933ef,RET-000443,BI-00538,Good,
d09983f2-bc70-4221-a828-5c01a9811a5c,RET-000444,BI-00373,Good,Late return
0491ce45-5a8d-41f4-bb7c-66befac1db61,RET-000444,BI-02497,Good,
114009de-f412-4c0a-9871-e4bdef77c677,RET-000445,BI-02603,Good,Late return
1c690058-ab76-4d09-8936-5ebb73334245,RET-000445,BI-00966,Good,Late return
0367ae7a-c236-499d-854a-a21777ebaf54,RET-000446,BI-02085,Good,Damaged cover
bd705476-93ef-4cd5-ba24-f4103207c598,RET-000446,BI-02715,Good,Late return
b39aa170-5504-4af6-aa68-c235255990e3,RET-000446,BI-00183,Good,Damaged cover
1285582d-96b2-4847-94e0-6239b3cfeb2e,RET-000447,BI-00096,Good,Late return
fad0e994-bef6-4bc5-95c6-d24f879e46a6,RET-000447,BI-02626,Good,
c351ebd7-c2db-4ea4-ab67-9eef6744228c,RET-000448,BI-02337,Good,
093bfad9-838f-4cdd-afa4-f7e34317d6ba,RET-000449,BI-02854,Good,
5d1e46fc-dd05-4cec-adec-73ef734f2d2e,RET-000450,BI-02669,Good,Damaged cover
eb206324-0f24-4e0e-b35c-0ec246431921,RET-000450,BI-01663,Good,Late return
ee8c8530-02ea-4643-9dda-e7d2b8b1cbd8,RET-000450,BI-01930,Good,
438ffbe8-3450-4569-808f-cfff25c0196b,RET-000451,BI-00844,Good,
85705135-9e17-4377-8ba0-77e5f6085e6c,RET-000451,BI-02202,Good,Late return
94cb24d9-c327-4f9d-8491-e3637097e66a,RET-000451,BI-00097,Good,
4ac94138-ad4f-4b7c-b5d6-77dcd9a69187,RET-000452,BI-02003,Good,
c82db10e-718a-4cff-9652-a258da88f9bc,RET-000452,BI-00951,Good,Late return
59c0b0e5-65d8-4042-9e88-ebf312812811,RET-000453,BI-01952,Good,Damaged cover
25237ee1-d0ba-4fee-a5db-2cc0128e7617,RET-000454,BI-02293,Good,Damaged cover
d816441e-9272-4c21-a780-91be08f2d67a,RET-000454,BI-00548,Good,Damaged cover
0f2ee4b3-9a12-492e-ac12-e0c372f841be,RET-000455,BI-00483,Good,
aa1170fe-8a2f-423b-80d6-e2b693e1a78b,RET-000455,BI-01882,Good,
d5cdd329-b77b-473d-8e1b-2d1bdcdf538f,RET-000455,BI-01438,Good,Damaged cover
ea8e0cf5-4ef6-4ceb-b59c-349eda73dbee,RET-000456,BI-02712,Good,Damaged cover
ac0e6236-fada-4e59-a9a4-d4e26c43d0fd,RET-000456,BI-00051,Good,Damaged cover
0f2c7d1c-705c-4788-b7f7-52c21f0573ff,RET-000457,BI-02499,Good,Late return
fd3e7809-a9d1-411d-8223-d3dfa28773f4,RET-000458,BI-00506,Good,Damaged cover
06548c72-1ccf-4dd6-baaa-d36797ffd070,RET-000458,BI-02573,Good,Late return
d905b9bf-ba8c-4168-be85-c13d0a2e7af0,RET-000458,BI-01557,Good,Damaged cover
2a31edb1-dfef-4d83-8c4f-44dfb7a17685,RET-000459,BI-00556,Good,Late return
e671f36b-80a5-4a4b-bc4f-5858f314f81d,RET-000459,BI-02318,Good,Damaged cover
2a34fbb3-0614-430b-9411-0b7efcd09cac,RET-000460,BI-01189,Good,
5f3cc734-79eb-49ac-8770-34ea8d64148e,RET-000461,BI-02231,Good,Damaged cover
c03accb7-9d99-4f33-8b70-606cfaa0f081,RET-000462,BI-01863,Good,Late return
16629f16-b263-4e3f-8b17-f0d3a819c500,RET-000462,BI-02878,Good,
f160f393-d512-4684-8d32-024d9c6656cc,RET-000462,BI-02785,Good,
a24e98d9-b86c-41b4-9765-32e660db7356,RET-000463,BI-02655,Good,
5096c5d2-8cf0-4f5b-b79c-28f226fecc3e,RET-000464,BI-02764,Good,
189191f7-7688-418a-89ef-f2ce47fbe8a3,RET-000464,BI-00349,Good,
3e58eb54-6715-4973-b9e4-1b5f5ad70b2b,RET-000465,BI-01433,Good,
e3268407-e85c-409b-ba15-316227fb7631,RET-000466,BI-01734,Good,
b03d68cf-38aa-41ae-a0a0-3507696d43e4,RET-000466,BI-01062,Good,Late return
b8dac4a7-d457-4c65-9668-3d39179f1ee7,RET-000466,BI-01243,Good,
45b270ce-3d17-49dc-a93a-5889b6316b22,RET-000467,BI-01264,Good,Damaged cover
31146470-683e-4910-adde-0a47833d9054,RET-000467,BI-01778,Good,Damaged cover
4ade7dc9-0e5a-4b89-9da3-2a3ed5c7ac08,RET-000467,BI-00529,Good,
d8e3258b-be68-49b2-a924-03c323e86ccc,RET-000468,BI-01358,Good,
616f0119-3310-4ad4-bc28-4ea0cf99248a,RET-000468,BI-02745,Good,Late return
418ad629-1e17-4182-93ea-8e394ccdc897,RET-000468,BI-00142,Good,
c5a8b20c-d23b-4fc1-998f-bcef9d33ce2e,RET-000469,BI-00604,Good,
76a71033-3d34-4fac-9b43-315f32f322b1,RET-000470,BI-00322,Good,Late return
eb9eeb45-f5e4-4099-8331-1570e1be234e,RET-000470,BI-02710,Good,Damaged cover
9b71e177-e9d7-4773-8b43-dafbdf16f58c,RET-000471,BI-02455,Good,
f854d331-ae9e-46cc-b3ab-6ec5f311fe55,RET-000472,BI-01769,Good,Damaged cover
c829b208-ff2f-455d-9795-bffe71caed31,RET-000472,BI-00423,Good,
d34ff1ad-be47-4b49-b965-af597848167a,RET-000473,BI-02091,Good,Damaged cover
ab6c0b4c-9f0f-46be-8d86-b54c98b7944e,RET-000474,BI-00167,Good,Damaged cover
0c06e880-e7ed-47c8-87b3-bcbeac814deb,RET-000475,BI-00515,Good,
b237e495-5bcf-4526-98d7-97ceabfba9cf,RET-000476,BI-01885,Good,Damaged cover
5ddde99f-21c3-414f-9ca9-8d6eb67a8152,RET-000477,BI-00411,Good,
68f231d6-604c-440c-9ab7-beee7197d88f,RET-000477,BI-01447,Good,
5af170aa-6756-4380-9bcd-283913a63837,RET-000477,BI-00279,Good,Damaged cover
5a31b6ee-f53e-4a92-bd1e-6207565f2ca7,RET-000478,BI-01443,Good,
ddd34f04-1be2-4f1e-afdd-8fd7652bcc55,RET-000478,BI-00414,Good,
138abbdb-60f3-46fb-9bb0-f1040fa4bfd7,RET-000478,BI-00991,Good,
4826b0ee-bfe4-4a74-a7a6-18b949015e4a,RET-000479,BI-00798,Good,
28b74c11-a4aa-4882-a585-aea43c1c89cd,RET-000479,BI-02703,Good,Damaged cover
f0cac273-7d18-4b37-afbc-a639efd7d33c,RET-000480,BI-00337,Good,
da76fc6f-ccd0-4066-ae29-9e496a5af116,RET-000480,BI-01798,Good,
bc941767-cd11-450a-b35b-129b348d6453,RET-000481,BI-01628,Good,Damaged cover
89419429-d8a5-44be-b2fb-2cbcc6c21b5d,RET-000481,BI-02302,Good,Damaged cover
e1503764-a712-47b8-b2c8-b30a2dfa38b9,RET-000481,BI-00093,Good,Late return
e997e7ea-dbdf-4e9b-b1a8-493722f753be,RET-000482,BI-00526,Good,
7df8c358-5891-4e2e-935f-27b08c9ba6e1,RET-000482,BI-01651,Good,
9fb4bb77-d4f8-444b-b1a0-58a071528f8e,RET-000483,BI-00542,Good,Damaged cover
b9a6ed8a-e860-4805-ba61-13bae6c76019,RET-000484,BI-02133,Good,Late return
110cd8ca-7d66-40bc-b3bb-872d943b4388,RET-000484,BI-00061,Good,Late return
0f491093-870a-4c38-aa48-67b91da639e7,RET-000484,BI-02170,Good,Damaged cover
10ce0581-8655-4fd4-b7ca-d018e7c408db,RET-000485,BI-02005,Good,
74ba50d9-779a-4817-b90c-3a6ad82d1b04,RET-000485,BI-01702,Good,
d56a15d0-94f8-475a-8360-3b19af37ae97,RET-000485,BI-01505,Good,
d84a12fd-aac6-4f9d-93df-418e23033048,RET-000486,BI-00334,Good,Late return
620fd58e-178c-443d-9ed2-a0743eff36ec,RET-000487,BI-00855,Good,
7b3753f3-d28f-4788-80d1-594c06f2315f,RET-000488,BI-02100,Good,Late return
aa135dc5-1f18-4f7a-8ab6-0470071c9ead,RET-000488,BI-02161,Good,
f6d78c1f-5d13-4709-a51a-2b7b7d363cc7,RET-000488,BI-01708,Good,Late return
4ffe84ec-0568-4cbf-9e2d-7d3212b3a666,RET-000489,BI-02391,Good,
13207f10-ecb3-43a9-a0d4-43e1fbc246c1,RET-000489,BI-00248,Good,
1a1d8757-d201-4536-9809-7523487f3386,RET-000490,BI-01857,Good,Late return
79a91b2d-79e7-4292-859b-35b46d4c3374,RET-000490,BI-01007,Good,
af41cb28-275f-458e-9961-21fa56e97d8b,RET-000491,BI-01338,Good,Late return
abcb185a-9e0e-4933-bd0a-5bdc1a428eeb,RET-000492,BI-01337,Good,Damaged cover
66f33ebe-c872-40b3-a498-7e2556b7848a,RET-000492,BI-01985,Good,
11bf46b6-d928-4a73-9c15-d0b4c9221463,RET-000493,BI-02256,Good,Damaged cover
b51754cd-2289-4f5f-a40d-ebf6cd8c6ec8,RET-000494,BI-02387,Good,Damaged cover
7dc776eb-60cf-4331-b4f4-29a8f049c04a,RET-000494,BI-01978,Good,Damaged cover
39f41aa5-2696-4c56-999d-fb711b4318fc,RET-000495,BI-02846,Good,Damaged cover
07dbbb56-84aa-4f4d-945a-fabcee7a735c,RET-000495,BI-02591,Good,Damaged cover
eb261180-ac5e-4726-a6c3-67fb667924dc,RET-000495,BI-02369,Good,
7701580f-e987-4863-9a5c-e0134ba4ee2e,RET-000496,BI-00121,Good,
8e2f4c78-d30a-4efc-887f-53d3c06f7346,RET-000496,BI-01629,Good,Damaged cover
d0ab53c3-3b7e-4b48-9bd2-00766a823093,RET-000497,BI-01209,Good,Damaged cover
ed8b14e5-f588-4604-a9d0-7fc0e180d2b0,RET-000497,BI-02287,Good,
6e185518-19a4-4189-a0c0-89cf1b9b0985,RET-000498,BI-01815,Good,
7519ce1f-6e94-4a93-aca7-cbcce23946de,RET-000499,BI-00899,Good,
281dde69-42d4-4df1-967c-105851bbeb4c,RET-000499,BI-02164,Good,
cd651cf3-9310-48d5-940c-3d1dc00f0411,RET-000500,BI-01786,Good,Damaged cover
32cf60e4-fe07-488c-b3b8-50fb475ad5a3,RET-000500,BI-00389,Good,Damaged cover
0acbcae6-883a-43a2-8d37-9e34f576a645,RET-000500,BI-00485,Good,
46d9ef24-04c0-40a6-8207-16a2181df8cf,RET-000501,BI-02784,Good,
302f048c-94f8-439b-a3be-8d4df3ed3a29,RET-000502,BI-01490,Good,Damaged cover
3e978cf9-a2e8-4a5b-bc70-4e5a02cab285,RET-000502,BI-01544,Good,Late return
24067eec-fcb9-4577-9630-38b7d6bdd2f2,RET-000503,BI-01437,Good,
6b9e5869-26b0-4bbe-9ca9-9f34c37fd159,RET-000503,BI-01789,Good,
7d24872e-8d2d-44f0-b819-8aafa30e35cb,RET-000504,BI-01612,Good,Damaged cover
30aae22b-4679-4028-b77b-b85da486eafb,RET-000504,BI-01261,Good,Late return
c55f8c78-eed4-4620-92c8-27962abf4013,RET-000504,BI-02724,Good,
f0076675-9da5-4218-b01b-f926ac706b0c,RET-000505,BI-01143,Good,Late return
412d09e5-1dd0-4e19-983a-5eb5d24fd324,RET-000506,BI-01086,Good,
e9aeafe5-18c1-4332-a2ab-1a3303c3bfe4,RET-000506,BI-02634,Good,Late return
2e424ed0-7d7b-44b3-86e0-abed60308045,RET-000507,BI-02436,Good,
5498e161-2575-42e5-ad01-e330b5ca2af6,RET-000507,BI-00810,Good,Damaged cover
1a70acc6-8877-4d06-933a-f16fd2665ad3,RET-000507,BI-01577,Good,
af6b9d68-b81c-4996-a9d8-ef53ff5cab0c,RET-000508,BI-01574,Good,
485390d2-d791-40c1-aeb8-295bba75ab6a,RET-000508,BI-02225,Good,
bc1f5d6a-f02d-4573-8a83-4b593b75f735,RET-000508,BI-00195,Good,Damaged cover
8e477cb2-99d9-4c38-b636-733f14c713e3,RET-000509,BI-02371,Good,
097d0263-02f5-4614-b46a-604a56315127,RET-000509,BI-02408,Good,Damaged cover
05211167-4df2-4d49-9535-a60aa95e7082,RET-000509,BI-01282,Good,Damaged cover
f71a6a0d-3d41-41ea-8687-99fdfe971f1c,RET-000510,BI-01917,Good,
c47e6eab-9845-452e-84eb-b2f9bcd9c1e0,RET-000510,BI-02467,Good,Late return
9975dd78-bd2c-4cfc-9d1d-e9da7bde7e8b,RET-000511,BI-02004,Good,Late return
81345570-514c-4749-9fae-2652df1ad846,RET-000511,BI-00022,Good,
5b4711a2-cb61-44b0-bf8a-06208e4cac38,RET-000511,BI-01531,Good,Late return
b7f945ce-86bb-41c3-8074-2fa67043217d,RET-000512,BI-02288,Good,
f3188214-965b-4e34-bbe3-7e25fd23922f,RET-000512,BI-00913,Good,Damaged cover
3b5b51d0-d22f-4652-905d-b838953b327f,RET-000512,BI-02019,Good,
fa192567-ce30-47ca-a1a2-8c2b57fea07d,RET-000513,BI-01184,Good,
7f973c23-eaff-469c-9f7b-7a79460d660c,RET-000514,BI-00339,Good,Damaged cover
41fce047-e75f-43df-b9f4-85797f555bd3,RET-000515,BI-01618,Good,Late return
27757c22-b50c-48dd-ad5f-8aa335adad65,RET-000516,BI-01529,Good,
1a56dbe7-b936-4d69-95a4-9e502e440f6f,RET-000516,BI-00823,Good,Late return
2b3a397f-e9e0-431a-aab4-a20bce21c174,RET-000517,BI-00766,Good,
991cf2f2-076a-4bfb-99c4-c38cfcac7f1a,RET-000517,BI-01936,Good,
b1a24b8a-b703-4cca-96da-844105e49432,RET-000518,BI-02030,Good,Damaged cover
c1ee0551-a575-4c7e-be62-3536935f41c7,RET-000519,BI-01368,Good,
eabb03fe-1151-4fe4-b81f-0632754131f6,RET-000519,BI-01606,Good,
bf7a03e4-63d0-42ad-89c2-2ce15b286898,RET-000520,BI-01770,Good,
0e6e1ab8-a18c-402b-85e9-2f7442d57783,RET-000520,BI-02095,Good,
fb63e57d-e65d-4550-bb5d-486579d5b81a,RET-000520,BI-02983,Good,
33e9f14c-137e-47bf-820a-0f9e381ef209,RET-000521,BI-00282,Good,Damaged cover
cb583fc1-cc6a-444c-8273-740d15d1b874,RET-000521,BI-02341,Good,Late return
c1cb35e2-efe3-493b-abe2-da42f143a7a0,RET-000522,BI-02922,Good,Late return
d728c33f-763b-4b81-89e0-f702abcce74e,RET-000522,BI-01392,Good,
fe0da31f-d3b0-4fca-a4de-85ec48ed3f63,RET-000523,BI-00045,Good,Damaged cover
993673ac-462a-4929-80d4-609a5a62ac99,RET-000524,BI-00557,Good,
5a1ff5e2-a7cb-47e8-b514-7382759afedd,RET-000524,BI-02894,Good,
99ec9381-c6b1-49f4-a030-a016ab08ee8a,RET-000524,BI-01689,Good,Late return
9a27f983-f1d5-4241-a138-dd7647890484,RET-000525,BI-01462,Good,Late return
35063a87-205d-4255-90a0-3a9df193740e,RET-000525,BI-00489,Good,
e1e08c1f-f8e5-4430-afc6-c190e5db1e34,RET-000526,BI-02966,Good,Damaged cover
7c7f47a2-d030-45a1-a111-a0e7b98d3453,RET-000526,BI-01332,Good,Damaged cover
4b1501c7-22ef-425c-9904-84911887f780,RET-000526,BI-00035,Good,Damaged cover
7a1bf068-af70-4aed-a675-ac94d9613a71,RET-000527,BI-00619,Good,Late return
10635a2c-fd43-4f22-a9c4-f75522d9e07f,RET-000527,BI-01299,Good,
cf0a4ac0-e7b5-4e5e-a336-2706ebcb05a0,RET-000528,BI-02511,Good,
a7a97c1d-8c66-4a98-8445-67da4be101ac,RET-000528,BI-02549,Good,
530bd995-994b-463d-8514-41591056168c,RET-000528,BI-02747,Good,
c2154029-73ec-4779-9380-e81ff23ade14,RET-000529,BI-02155,Good,Late return
9669b1c7-a1ae-4206-9703-15c3894e46a2,RET-000530,BI-01979,Good,Damaged cover
18a8dcd1-3c82-433c-8472-c9b0857cff97,RET-000530,BI-01266,Good,
c63b857f-250a-486d-8cbd-9afc8a7241ec,RET-000531,BI-00191,Good,Late return
d09c8586-4d63-4da5-b741-48c1c67a1d6f,RET-000531,BI-02007,Good,
e9b989c1-bca8-4149-bec3-b5f94050506e,RET-000532,BI-02756,Good,Late return
9f742a8f-527e-4890-923f-fe4f39ffab8c,RET-000532,BI-00505,Good,Damaged cover
490ed84e-6dc6-4833-8c88-7e9f2e153a65,RET-000532,BI-01144,Good,
de0afb0a-d85c-42d8-8286-76ca53b80de5,RET-000533,BI-00950,Good,
6c1b2db8-28e5-413c-9438-759fea870ef2,RET-000533,BI-00237,Good,Late return
db9bac31-5760-4968-bec0-d96294935101,RET-000534,BI-01388,Good,
bbe4f2a4-bb98-417d-a562-e2bd4ca4916f,RET-000535,BI-02233,Good,
