id,adminId,studentId,borrowedAt,dueDate,status
TRX-000291,ADM-002,STD-022,2025-08-30 22:14:27,2025-09-06 22:14:27,Returned
TRX-000292,ADM-001,STD-006,2025-11-13 22:14:27,2025-11-20 22:14:27,Returned
TRX-000293,ADM-002,STD-086,2025-08-05 22:14:27,2025-08-12 22:14:27,Returned
TRX-000294,ADM-003,STD-023,2024-12-11 22:14:27,2024-12-18 22:14:27,Returned
TRX-000295,ADM-001,STD-046,2025-09-23 22:14:27,2025-09-30 22:14:27,Returned
TRX-000296,ADM-004,STD-052,2025-01-24 22:14:27,2025-01-31 22:14:27,Returned
TRX-000297,ADM-002,STD-043,2024-12-10 22:14:27,2024-12-17 22:14:27,Returned
TRX-000298,ADM-004,STD-093,2025-05-22 22:14:27,2025-05-29 22:14:27,Returned
TRX-000299,ADM-002,STD-055,2025-10-27 22:14:27,2025-11-03 22:14:27,Returned
TRX-000300,ADM-004,STD-070,2025-03-10 22:14:27,2025-03-17 22:14:27,Returned
TRX-000301,ADM-001,STD-069,2025-08-18 22:14:27,2025-08-25 22:14:27,Returned
TRX-000302,ADM-002,STD-064,2025-06-13 22:14:27,2025-06-20 22:14:27,Returned
TRX-000303,ADM-003,STD-023,2025-01-19 22:14:27,2025-01-26 22:14:27,Returned
TRX-000304,ADM-002,STD-012,2025-06-14 22:14:27,2025-06-21 22:14:27,Returned
TRX-000305,ADM-005,STD-059,2025-07-21 22:14:27,2025-07-28 22:14:27,Returned
TRX-000306,ADM-003,STD-099,2025-07-04 22:14:27,2025-07-11 22:14:27,Returned
TRX-000307,ADM-001,STD-059,2025-06-20 22:14:27,2025-06-27 22:14:27,Returned
TRX-000308,ADM-004,STD-070,2025-06-01 22:14:27,2025-06-08 22:14:27,Returned
TRX-000309,ADM-005,STD-029,2025-05-26 22:14:27,2025-06-02 22:14:27,Borrowed
TRX-000310,ADM-004,STD-003,2025-02-04 22:14:27,2025-02-11 22:14:27,Returned
TRX-000311,ADM-001,STD-081,2025-04-04 22:14:27,2025-04-11 22:14:27,Returned
TRX-000312,ADM-001,STD-070,2025-08-01 22:14:27,2025-08-08 22:14:27,Returned
TRX-000313,ADM-001,STD-094,2025-10-17 22:14:27,2025-10-24 22:14:27,Returned
TRX-000314,ADM-005,STD-067,2025-08-22 22:14:27,2025-08-29 22:14:27,Returned
TRX-000315,ADM-005,STD-005,2025-02-05 22:14:27,2025-02-12 22:14:27,Returned
TRX-000316,ADM-001,STD-011,2025-10-12 22:14:27,2025-10-19 22:14:27,Returned
TRX-000317,ADM-001,STD-008,2025-10-29 22:14:27,2025-11-05 22:14:27,Returned
TRX-000318,ADM-005,STD-057,2025-01-25 22:14:27,2025-02-01 22:14:27,Returned
TRX-000319,ADM-001,STD-098,2025-05-28 22:14:27,2025-06-04 22:14:27,Returned
TRX-000320,ADM-003,STD-053,2025-07-29 22:14:27,2025-08-05 22:14:27,Returned
TRX-000321,ADM-005,STD-068,2025-02-17 22:14:27,2025-02-24 22:14:27,Returned
TRX-000322,ADM-005,STD-041,2025-02-07 22:14:27,2025-02-14 22:14:27,Returned
TRX-000323,ADM-002,STD-009,2025-11-17 22:14:27,2025-11-24 22:14:27,Returned
TRX-000324,ADM-004,STD-070,2025-01-07 22:14:27,2025-01-14 22:14:27,Returned
TRX-000325,ADM-005,STD-088,2025-06-16 22:14:27,2025-06-23 22:14:27,Returned
TRX-000326,ADM-004,STD-010,2025-11-02 22:14:27,2025-11-09 22:14:27,Returned
TRX-000327,ADM-004,STD-062,2025-03-21 22:14:27,2025-03-28 22:14:27,Returned
TRX-000328,ADM-004,STD-099,2025-11-07 22:14:27,2025-11-14 22:14:27,Returned
TRX-000329,ADM-003,STD-002,2025-03-04 22:14:27,2025-03-11 22:14:27,Returned
TRX-000330,ADM-004,STD-087,2025-09-08 22:14:27,2025-09-15 22:14:27,Borrowed
TRX-000331,ADM-004,STD-084,2025-04-21 22:14:27,2025-04-28 22:14:27,Returned
TRX-000332,ADM-003,STD-042,2025-03-08 22:14:27,2025-03-15 22:14:27,Returned
TRX-000333,ADM-004,STD-051,2025-10-06 22:14:27,2025-10-13 22:14:27,Returned
TRX-000334,ADM-004,STD-074,2025-10-30 22:14:27,2025-11-06 22:14:27,Returned
TRX-000335,ADM-002,STD-075,2025-10-25 22:14:27,2025-11-01 22:14:27,Returned
TRX-000336,ADM-001,STD-013,2025-07-09 22:14:27,2025-07-16 22:14:27,Returned
TRX-000337,ADM-002,STD-081,2025-05-11 22:14:27,2025-05-18 22:14:27,Returned
TRX-000338,ADM-003,STD-025,2025-07-10 22:14:27,2025-07-17 22:14:27,Returned
TRX-000339,ADM-002,STD-063,2025-08-28 22:14:27,2025-09-04 22:14:27,Returned
TRX-000340,ADM-003,STD-084,2025-11-16 22:14:27,2025-11-23 22:14:27,Returned
TRX-000341,ADM-001,STD-088,2025-08-20 22:14:27,2025-08-27 22:14:27,Returned
TRX-000342,ADM-004,STD-022,2025-02-07 22:14:27,2025-02-14 22:14:27,Returned
TRX-000343,ADM-001,STD-074,2025-08-16 22:14:27,2025-08-23 22:14:27,Returned
TRX-000344,ADM-002,STD-051,2025-11-17 22:14:27,2025-11-24 22:14:27,Returned
TRX-000345,ADM-004,STD-040,2025-03-21 22:14:27,2025-03-28 22:14:27,Returned
TRX-000346,ADM-005,STD-053,2025-02-14 22:14:27,2025-02-21 22:14:27,Returned
TRX-000347,ADM-002,STD-035,2025-03-13 22:14:27,2025-03-20 22:14:27,Returned
TRX-000348,ADM-001,STD-077,2025-01-29 22:14:27,2025-02-05 22:14:27,Returned
TRX-000349,ADM-003,STD-069,2025-06-10 22:14:27,2025-06-17 22:14:27,Returned
TRX-000350,ADM-002,STD-026,2025-03-21 22:14:27,2025-03-28 22:14:27,Returned
TRX-000351,ADM-005,STD-067,2025-11-19 22:14:27,2025-11-26 22:14:27,Returned
TRX-000352,ADM-001,STD-033,2025-11-21 22:14:27,2025-11-28 22:14:27,Returned
TRX-000353,ADM-003,STD-020,2024-12-02 22:14:27,2024-12-09 22:14:27,Returned
TRX-000354,ADM-001,STD-010,2025-06-27 22:14:27,2025-07-04 22:14:27,Returned
TRX-000355,ADM-004,STD-014,2025-09-13 22:14:27,2025-09-20 22:14:27,Returned
TRX-000356,ADM-001,STD-091,2025-07-16 22:14:27,2025-07-23 22:14:27,Returned
TRX-000357,ADM-001,STD-077,2025-06-23 22:14:27,2025-06-30 22:14:27,Returned
TRX-000358,ADM-004,STD-037,2024-12-16 22:14:27,2024-12-23 22:14:27,Returned
TRX-000359,ADM-003,STD-024,2025-07-15 22:14:27,2025-07-22 22:14:27,Returned
TRX-000360,ADM-002,STD-028,2025-05-23 22:14:27,2025-05-30 22:14:27,Returned
TRX-000361,ADM-003,STD-063,2025-07-07 22:14:27,2025-07-14 22:14:27,Returned
TRX-000362,ADM-001,STD-061,2025-09-03 22:14:27,2025-09-10 22:14:27,Returned
TRX-000363,ADM-004,STD-002,2025-07-01 22:14:27,2025-07-08 22:14:27,Returned
TRX-000364,ADM-002,STD-048,2025-08-22 22:14:27,2025-08-29 22:14:27,Returned
TRX-000365,ADM-002,STD-087,2025-07-25 22:14:27,2025-08-01 22:14:27,Returned
TRX-000366,ADM-004,STD-025,2025-08-26 22:14:27,2025-09-02 22:14:27,Returned
TRX-000367,ADM-005,STD-080,2025-07-15 22:14:27,2025-07-22 22:14:27,Returned
TRX-000368,ADM-005,STD-046,2025-08-08 22:14:27,2025-08-15 22:14:27,Returned
TRX-000369,ADM-002,STD-063,2025-02-01 22:14:27,2025-02-08 22:14:27,Returned
TRX-000370,ADM-004,STD-042,2025-08-08 22:14:27,2025-08-15 22:14:27,Returned
TRX-000371,ADM-005,STD-002,2025-02-28 22:14:27,2025-03-07 22:14:27,Returned
TRX-000372,ADM-003,STD-013,2025-09-20 22:14:27,2025-09-27 22:14:27,Returned
TRX-000373,ADM-001,STD-068,2025-11-13 22:14:27,2025-11-20 22:14:27,Returned
TRX-000374,ADM-003,STD-071,2025-03-19 22:14:27,2025-03-26 22:14:27,Returned
TRX-000375,ADM-002,STD-030,2025-06-03 22:14:27,2025-06-10 22:14:27,Returned
TRX-000376,ADM-005,STD-045,2025-01-08 22:14:27,2025-01-15 22:14:27,Returned
TRX-000377,ADM-004,STD-073,2025-03-13 22:14:27,2025-03-20 22:14:27,Borrowed
TRX-000378,ADM-004,STD-097,2025-02-11 22:14:27,2025-02-18 22:14:27,Returned
TRX-000379,ADM-001,STD-056,2025-11-21 22:14:27,2025-11-28 22:14:27,Returned
TRX-000380,ADM-002,STD-099,2025-07-04 22:14:27,2025-07-11 22:14:27,Returned
TRX-000381,ADM-004,STD-050,2025-10-26 22:14:27,2025-11-02 22:14:27,Returned
TRX-000382,ADM-004,STD-025,2025-08-17 22:14:27,2025-08-24 22:14:27,Returned
TRX-000383,ADM-004,STD-079,2025-11-14 22:14:27,2025-11-21 22:14:27,Returned
TRX-000384,ADM-005,STD-009,2025-10-12 22:14:27,2025-10-19 22:14:27,Returned
TRX-000385,ADM-003,STD-074,2025-04-27 22:14:27,2025-05-04 22:14:27,Returned
TRX-000386,ADM-001,STD-031,2025-11-01 22:14:27,2025-11-08 22:14:27,Returned
TRX-000387,ADM-001,STD-089,2025-11-05 22:14:27,2025-11-12 22:14:27,Returned
TRX-000388,ADM-001,STD-099,2025-07-15 22:14:27,2025-07-22 22:14:27,Returned
TRX-000389,ADM-004,STD-019,2025-01-04 22:14:27,2025-01-11 22:14:27,Returned
TRX-000390,ADM-004,STD-026,2025-11-07 22:14:27,2025-11-14 22:14:27,Returned
TRX-000391,ADM-001,STD-097,2025-10-10 22:14:27,2025-10-17 22:14:27,Returned
TRX-000392,ADM-004,STD-061,2025-08-12 22:14:27,2025-08-19 22:14:27,Returned
TRX-000393,ADM-001,STD-068,2025-09-02 22:14:27,2025-09-09 22:14:27,Returned
TRX-000394,ADM-003,STD-028,2025-10-10 22:14:27,2025-10-17 22:14:27,Returned
TRX-000395,ADM-004,STD-086,2025-05-30 22:14:27,2025-06-06 22:14:27,Returned
TRX-000396,ADM-003,STD-063,2025-07-05 22:14:27,2025-07-12 22:14:27,Returned
TRX-000397,ADM-002,STD-009,2025-01-15 22:14:27,2025-01-22 22:14:27,Returned
TRX-000398,ADM-004,STD-078,2025-07-21 22:14:27,2025-07-28 22:14:27,Returned
TRX-000399,ADM-005,STD-046,2025-09-20 22:14:27,2025-09-27 22:14:27,Returned
TRX-000400,ADM-004,STD-040,2025-04-28 22:14:27,2025-05-05 22:14:27,Returned
TRX-000401,ADM-004,STD-090,2025-06-22 22:14:27,2025-06-29 22:14:27,Returned
TRX-000402,ADM-005,STD-040,2025-04-02 22:14:27,2025-04-09 22:14:27,Returned
TRX-000403,ADM-001,STD-051,2025-01-04 22:14:27,2025-01-11 22:14:27,Returned
TRX-000404,ADM-002,STD-084,2025-01-30 22:14:27,2025-02-06 22:14:27,Returned
TRX-000405,ADM-002,STD-001,2025-03-04 22:14:27,2025-03-11 22:14:27,Returned
TRX-000406,ADM-001,STD-071,2024-12-09 22:14:27,2024-12-16 22:14:27,Returned
TRX-000407,ADM-001,STD-018,2024-12-10 22:14:27,2024-12-17 22:14:27,Returned
TRX-000408,ADM-005,STD-068,2025-01-31 22:14:27,2025-02-07 22:14:27,Returned
TRX-000409,ADM-001,STD-009,2025-06-16 22:14:27,2025-06-23 22:14:27,Returned
TRX-000410,ADM-002,STD-083,2025-05-31 22:14:27,2025-06-07 22:14:27,Returned
TRX-000411,ADM-005,STD-084,2025-09-18 22:14:27,2025-09-25 22:14:27,Returned
TRX-000412,ADM-005,STD-022,2025-04-25 22:14:27,2025-05-02 22:14:27,Returned
TRX-000413,ADM-003,STD-090,2025-05-17 22:14:27,2025-05-24 22:14:27,Returned
TRX-000414,ADM-005,STD-026,2025-08-04 22:14:27,2025-08-11 22:14:27,Returned
TRX-000415,ADM-003,STD-084,2025-08-29 22:14:27,2025-09-05 22:14:27,Returned
TRX-000416,ADM-001,STD-093,2025-11-21 22:14:27,2025-11-28 22:14:27,Returned
TRX-000417,ADM-004,STD-070,2025-04-04 22:14:27,2025-04-11 22:14:27,Returned
TRX-000418,ADM-001,STD-060,2025-01-13 22:14:27,2025-01-20 22:14:27,Returned
TRX-000419,ADM-001,STD-098,2025-07-04 22:14:27,2025-07-11 22:14:27,Returned
TRX-000420,ADM-003,STD-018,2025-10-31 22:14:27,2025-11-07 22:14:27,Returned
TRX-000421,ADM-002,STD-087,2025-02-13 22:14:27,2025-02-20 22:14:27,Returned
TRX-000422,ADM-003,STD-088,2025-07-19 22:14:27,2025-07-26 22:14:27,Returned
TRX-000423,ADM-003,STD-099,2025-02-28 22:14:27,2025-03-07 22:14:27,Returned
TRX-000424,ADM-005,STD-008,2025-10-17 22:14:27,2025-10-24 22:14:27,Returned
TRX-000425,ADM-005,STD-046,2025-06-26 22:14:27,2025-07-03 22:14:27,Returned
TRX-000426,ADM-002,STD-090,2025-07-29 22:14:27,2025-08-05 22:14:27,Returned
TRX-000427,ADM-004,STD-046,2025-02-20 22:14:27,2025-02-27 22:14:27,Returned
TRX-000428,ADM-001,STD-051,2025-10-28 22:14:27,2025-11-04 22:14:27,Returned
TRX-000429,ADM-001,STD-088,2025-04-17 22:14:27,2025-04-24 22:14:27,Returned
TRX-000430,ADM-003,STD-042,2024-12-02 22:14:27,2024-12-09 22:14:27,Returned
TRX-000431,ADM-005,STD-027,2025-01-17 22:14:27,2025-01-24 22:14:27,Returned
TRX-000432,ADM-003,STD-012,2025-11-07 22:14:27,2025-11-14 22:14:27,Returned
TRX-000433,ADM-003,STD-081,2025-09-29 22:14:27,2025-10-06 22:14:27,Returned
TRX-000434,ADM-002,STD-028,2024-12-17 22:14:27,2024-12-24 22:14:27,Returned
TRX-000435,ADM-001,STD-084,2025-11-14 22:14:27,2025-11-21 22:14:27,Returned
TRX-000436,ADM-004,STD-068,2025-06-02 22:14:27,2025-06-09 22:14:27,Returned
TRX-000437,ADM-002,STD-043,2025-08-25 22:14:27,2025-09-01 22:14:27,Returned
TRX-000438,ADM-002,STD-046,2025-03-02 22:14:27,2025-03-09 22:14:27,Returned
TRX-000439,ADM-005,STD-055,2025-11-05 22:14:27,2025-11-12 22:14:27,Returned
TRX-000440,ADM-005,STD-011,2025-03-04 22:14:27,2025-03-11 22:14:27,Returned
TRX-000441,ADM-003,STD-064,2025-06-01 22:14:27,2025-06-08 22:14:27,Returned
TRX-000442,ADM-003,STD-048,2024-12-18 22:14:27,2024-12-25 22:14:27,Returned
TRX-000443,ADM-004,STD-100,2025-09-28 22:14:27,2025-10-05 22:14:27,Returned
TRX-000444,ADM-002,STD-002,2025-03-31 22:14:27,2025-04-07 22:14:27,Returned
TRX-000445,ADM-003,STD-039,2025-01-19 22:14:27,2025-01-26 22:14:27,Returned
TRX-000446,ADM-004,STD-021,2024-12-08 22:14:27,2024-12-15 22:14:27,Returned
TRX-000447,ADM-005,STD-002,2024-12-19 22:14:27,2024-12-26 22:14:27,Returned
TRX-000448,ADM-002,STD-020,2025-11-10 22:14:27,2025-11-17 22:14:27,Returned
TRX-000449,ADM-003,STD-064,2025-03-27 22:14:27,2025-04-03 22:14:27,Returned
TRX-000450,ADM-004,STD-072,2025-11-09 22:14:27,2025-11-16 22:14:27,Returned
TRX-000451,ADM-004,STD-010,2025-03-30 22:14:27,2025-04-06 22:14:27,Returned
TRX-000452,ADM-003,STD-037,2025-10-25 22:14:27,2025-11-01 22:14:27,Returned
TRX-000453,ADM-003,STD-024,2025-05-04 22:14:27,2025-05-11 22:14:27,Returned
TRX-000454,ADM-004,STD-100,2025-07-01 22:14:27,2025-07-08 22:14:27,Returned
TRX-000455,ADM-003,STD-016,2025-09-09 22:14:27,2025-09-16 22:14:27,Returned
TRX-000456,ADM-002,STD-055,2025-04-27 22:14:27,2025-05-04 22:14:27,Returned
TRX-000457,ADM-002,STD-004,2024-12-19 22:14:27,2024-12-26 22:14:27,Returned
TRX-000458,ADM-001,STD-075,2025-05-19 22:14:27,2025-05-26 22:14:27,Returned
TRX-000459,ADM-001,STD-027,2025-05-14 22:14:27,2025-05-21 22:14:27,Returned
TRX-000460,ADM-002,STD-052,2025-03-07 22:14:27,2025-03-14 22:14:27,Returned
TRX-000461,ADM-003,STD-040,2025-07-10 22:14:27,2025-07-17 22:14:27,Returned
TRX-000462,ADM-002,STD-084,2024-12-03 22:14:27,2024-12-10 22:14:27,Returned
TRX-000463,ADM-004,STD-062,2025-10-06 22:14:27,2025-10-13 22:14:27,Returned
TRX-000464,ADM-005,STD-052,2025-04-25 22:14:27,2025-05-02 22:14:27,Returned
TRX-000465,ADM-005,STD-038,2024-12-16 22:14:27,2024-12-23 22:14:27,Returned
TRX-000466,ADM-002,STD-032,2025-01-13 22:14:27,2025-01-20 22:14:27,Returned
TRX-000467,ADM-001,STD-031,2025-11-04 22:14:27,2025-11-11 22:14:27,Returned
TRX-000468,ADM-005,STD-087,2024-12-09 22:14:27,2024-12-16 22:14:27,Returned
TRX-000469,ADM-001,STD-064,2025-08-05 22:14:27,2025-08-12 22:14:27,Returned
TRX-000470,ADM-003,STD-073,2025-05-08 22:14:27,2025-05-15 22:14:27,Returned
TRX-000471,ADM-003,STD-006,2025-08-02 22:14:27,2025-08-09 22:14:27,Returned
TRX-000472,ADM-003,STD-022,2025-10-17 22:14:27,2025-10-24 22:14:27,Returned
TRX-000473,ADM-001,STD-071,2025-01-12 22:14:27,2025-01-19 22:14:27,Returned
TRX-000474,ADM-001,STD-063,2025-02-04 22:14:27,2025-02-11 22:14:27,Returned
TRX-000475,ADM-005,STD-045,2025-07-29 22:14:27,2025-08-05 22:14:27,Returned
TRX-000476,ADM-001,STD-098,2024-12-08 22:14:27,2024-12-15 22:14:27,Returned
TRX-000477,ADM-002,STD-060,2025-05-19 22:14:27,2025-05-26 22:14:27,Returned
TRX-000478,ADM-002,STD-032,2025-10-04 22:14:27,2025-10-11 22:14:27,Returned
TRX-000479,ADM-002,STD-050,2025-08-30 22:14:27,2025-09-06 22:14:27,Returned
TRX-000480,ADM-002,STD-053,2025-04-22 22:14:27,2025-04-29 22:14:27,Returned
TRX-000481,ADM-001,STD-080,2025-03-11 22:14:27,2025-03-18 22:14:27,Returned
TRX-000482,ADM-005,STD-026,2025-10-13 22:14:27,2025-10-20 22:14:27,Returned
TRX-000483,ADM-003,STD-035,2025-01-25 22:14:27,2025-02-01 22:14:27,Returned
TRX-000484,ADM-005,STD-075,2025-05-08 22:14:27,2025-05-15 22:14:27,Returned
TRX-000485,ADM-003,STD-057,2025-10-05 22:14:27,2025-10-12 22:14:27,Returned
TRX-000486,ADM-004,STD-004,2025-03-10 22:14:27,2025-03-17 22:14:27,Returned
TRX-000487,ADM-002,STD-018,2025-06-15 22:14:27,2025-06-22 22:14:27,Returned
TRX-000488,ADM-002,STD-060,2025-04-10 22:14:27,2025-04-17 22:14:27,Returned
TRX-000489,ADM-003,STD-087,2025-11-11 22:14:27,2025-11-18 22:14:27,Returned
TRX-000490,ADM-002,STD-019,2025-06-01 22:14:27,2025-06-08 22:14:27,Returned
TRX-000491,ADM-004,STD-086,2025-08-16 22:14:27,2025-08-23 22:14:27,Returned
TRX-000492,ADM-005,STD-021,2025-03-29 22:14:27,2025-04-05 22:14:27,Returned
TRX-000493,ADM-002,STD-029,2025-08-10 22:14:27,2025-08-17 22:14:27,Returned
TRX-000494,ADM-003,STD-083,2025-06-17 22:14:27,2025-06-24 22:14:27,Returned
TRX-000495,ADM-003,STD-051,2025-10-19 22:14:27,2025-10-26 22:14:27,Returned
TRX-000496,ADM-004,STD-073,2025-10-13 22:14:27,2025-10-20 22:14:27,Returned
TRX-000497,ADM-003,STD-018,2025-08-12 22:14:27,2025-08-19 22:14:27,Returned
TRX-000498,ADM-001,STD-083,2025-03-06 22:14:27,2025-03-13 22:14:27,Returned
TRX-000499,ADM-005,STD-077,2025-03-13 22:14:27,2025-03-20 22:14:27,Returned
TRX-000500,ADM-002,STD-092,2025-01-11 22:14:27,2025-01-18 22:14:27,Returned
TRX-000501,ADM-004,STD-056,2025-08-16 22:14:27,2025-08-23 22:14:27,Returned
TRX-000502,ADM-003,STD-029,2025-09-13 22:14:27,2025-09-20 22:14:27,Returned
TRX-000503,ADM-002,STD-096,2025-09-23 22:14:27,2025-09-30 22:14:27,Returned
TRX-000504,ADM-001,STD-042,2025-08-19 22:14:27,2025-08-26 22:14:27,Returned
TRX-000505,ADM-001,STD-056,2025-03-31 22:14:27,2025-04-07 22:14:27,Returned
TRX-000506,ADM-004,STD-016,2025-06-04 22:14:27,2025-06-11 22:14:27,Returned
TRX-000507,ADM-001,STD-001,2025-10-31 22:14:27,2025-11-07 22:14:27,Returned
TRX-000508,ADM-005,STD-084,2025-07-04 22:14:27,2025-07-11 22:14:27,Returned
TRX-000509,ADM-002,STD-092,2025-09-22 22:14:27,2025-09-29 22:14:27,Returned
TRX-000510,ADM-003,STD-100,2025-05-27 22:14:27,2025-06-03 22:14:27,Returned
TRX-000511,ADM-004,STD-012,2025-07-08 22:14:27,2025-07-15 22:14:27,Returned
TRX-000512,ADM-003,STD-046,2025-05-20 22:14:27,2025-05-27 22:14:27,Returned
TRX-000513,ADM-004,STD-022,2025-11-21 22:14:27,2025-11-28 22:14:27,Returned
TRX-000514,ADM-004,STD-094,2025-04-19 22:14:27,2025-04-26 22:14:27,Returned
TRX-000515,ADM-002,STD-040,2025-03-06 22:14:27,2025-03-13 22:14:27,Returned
TRX-000516,ADM-002,STD-058,2025-10-07 22:14:27,2025-10-14 22:14:27,Returned
TRX-000517,ADM-002,STD-059,2025-10-22 22:14:27,2025-10-29 22:14:27,Returned
TRX-000518,ADM-002,STD-024,2025-05-25 22:14:27,2025-06-01 22:14:27,Returned
TRX-000519,ADM-002,STD-021,2025-03-17 22:14:27,2025-03-24 22:14:27,Returned
TRX-000520,ADM-002,STD-098,2025-08-13 22:14:27,2025-08-20 22:14:27,Returned
TRX-000521,ADM-005,STD-014,2025-03-30 22:14:27,2025-04-06 22:14:27,Returned
TRX-000522,ADM-002,STD-023,2025-08-01 22:14:27,2025-08-08 22:14:27,Returned
TRX-000523,ADM-001,STD-049,2025-03-03 22:14:27,2025-03-10 22:14:27,Returned
TRX-000524,ADM-002,STD-017,2025-07-12 22:14:27,2025-07-19 22:14:27,Returned
TRX-000525,ADM-003,STD-038,2025-02-26 22:14:27,2025-03-05 22:14:27,Returned
TRX-000526,ADM-003,STD-023,2025-02-05 22:14:27,2025-02-12 22:14:27,Returned
TRX-000527,ADM-004,STD-062,2025-11-10 22:14:27,2025-11-17 22:14:27,Returned
TRX-000528,ADM-001,STD-092,2025-07-04 22:14:27,2025-07-11 22:14:27,Returned
TRX-000529,ADM-005,STD-055,2025-10-24 22:14:27,2025-10-31 22:14:27,Returned
TRX-000530,ADM-004,STD-035,2025-05-02 22:14:27,2025-05-09 22:14:27,Returned
TRX-000531,ADM-004,STD-016,2025-11-10 22:14:27,2025-11-17 22:14:27,Returned
TRX-000532,ADM-002,STD-045,2024-12-15 22:14:27,2024-12-22 22:14:27,Returned
TRX-000533,ADM-005,STD-027,2025-09-05 22:14:27,2025-09-12 22:14:27,Returned
TRX-000534,ADM-002,STD-042,2025-10-14 22:14:27,2025-10-21 22:14:27,Returned
TRX-000535,ADM-002,STD-011,2025-06-10 22:14:27,2025-06-17 22:14:27,Returned
TRX-000536,ADM-002,STD-098,2025-05-05 22:14:27,2025-05-12 22:14:27,Returned
TRX-000537,ADM-003,STD-090,2025-10-17 22:14:27,2025-10-24 22:14:27,Returned
TRX-000538,ADM-005,STD-067,2024-12-22 22:14:27,2024-12-29 22:14:27,Returned
TRX-000539,ADM-001,STD-039,2024-12-31 22:14:27,2025-01-07 22:14:27,Returned
TRX-000540,ADM-005,STD-049,2025-10-29 22:14:27,2025-11-05 22:14:27,Returned
TRX-000541,ADM-003,STD-079,2025-01-28 22:14:27,2025-02-04 22:14:27,Returned
TRX-000542,ADM-002,STD-056,2025-11-17 22:14:27,2025-11-24 22:14:27,Returned
TRX-000543,ADM-003,STD-093,2025-05-30 22:14:27,2025-06-06 22:14:27,Returned
TRX-000544,ADM-001,STD-045,2025-02-22 22:14:27,2025-03-01 22:14:27,Returned
TRX-000545,ADM-002,STD-071,2025-09-14 22:14:27,2025-09-21 22:14:27,Returned
TRX-000546,ADM-003,STD-045,2024-12-27 22:14:27,2025-01-03 22:14:27,Returned
TRX-000547,ADM-004,STD-057,2025-09-15 22:14:27,2025-09-22 22:14:27,Returned
TRX-000548,ADM-004,STD-089,2025-07-19 22:14:27,2025-07-26 22:14:27,Returned
TRX-000549,ADM-004,STD-041,2025-01-05 22:14:27,2025-01-12 22:14:27,Returned
TRX-000550,ADM-005,STD-077,2024-12-09 22:14:27,2024-12-16 22:14:27,Returned
TRX-000551,ADM-001,STD-100,2025-11-19 22:14:27,2025-11-26 22:14:27,Returned
TRX-000552,ADM-003,STD-068,2025-03-15 22:14:27,2025-03-22 22:14:27,Returned
TRX-000553,ADM-002,STD-088,2025-03-04 22:14:27,2025-03-11 22:14:27,Returned
TRX-000554,ADM-005,STD-008,2025-09-09 22:14:27,2025-09-16 22:14:27,Returned
TRX-000555,ADM-005,STD-014,2025-09-21 22:14:27,2025-09-28 22:14:27,Returned
TRX-000556,ADM-001,STD-033,2025-08-05 22:14:27,2025-08-12 22:14:27,Returned
TRX-000557,ADM-005,STD-060,2025-04-29 22:14:27,2025-05-06 22:14:27,Returned
TRX-000558,ADM-005,STD-085,2025-08-12 22:14:27,2025-08-19 22:14:27,Returned
TRX-000559,ADM-001,STD-071,2024-12-11 22:14:27,2024-12-18 22:14:27,Returned
TRX-000560,ADM-001,STD-090,2025-06-02 22:14:27,2025-06-09 22:14:27,Returned
TRX-000561,ADM-005,STD-013,2025-08-24 22:14:27,2025-08-31 22:14:27,Returned
TRX-000562,ADM-001,STD-052,2025-02-22 22:14:27,2025-03-01 22:14:27,Returned
TRX-000563,ADM-004,STD-066,2025-03-11 22:14:27,2025-03-18 22:14:27,Returned
TRX-000564,ADM-005,STD-065,2025-11-04 22:14:27,2025-11-11 22:14:27,Returned
TRX-000565,ADM-004,STD-036,2025-08-27 22:14:27,2025-09-03 22:14:27,Returned
TRX-000566,ADM-005,STD-032,2025-06-09 22:14:27,2025-06-16 22:14:27,Returned
TRX-000567,ADM-001,STD-028,2025-06-13 22:14:27,2025-06-20 22:14:27,Returned
TRX-000568,ADM-003,STD-043,2025-02-08 22:14:27,2025-02-15 22:14:27,Returned
TRX-000569,ADM-004,STD-056,2024-12-23 22:14:27,2024-12-30 22:14:27,Returned
TRX-000570,ADM-003,STD-032,2025-07-03 22:14:27,2025-07-10 22:14:27,Returned
TRX-000571,ADM-003,STD-097,2025-01-14 22:14:27,2025-01-21 22:14:27,Returned
TRX-000572,ADM-005,STD-047,2025-08-08 22:14:27,2025-08-15 22:14:27,Returned
TRX-000573,ADM-002,STD-027,2025-10-26 22:14:27,2025-11-02 22:14:27,Returned
TRX-000574,ADM-001,STD-056,2025-09-18 22:14:27,2025-09-25 22:14:27,Returned
TRX-000575,ADM-004,STD-077,2025-10-09 22:14:27,2025-10-16 22:14:27,Returned
TRX-000576,ADM-001,STD-019,2025-10-19 22:14:27,2025-10-26 22:14:27,Returned
TRX-000577,ADM-005,STD-078,2025-11-13 22:14:27,2025-11-20 22:14:27,Returned
TRX-000578,ADM-004,STD-060,2025-05-09 22:14:27,2025-05-16 22:14:27,Returned
TRX-000579,ADM-003,STD-068,2025-03-23 22:14:27,2025-03-30 22:14:27,Returned
TRX-000580,ADM-003,STD-022,2025-10-31 22:14:27,2025-11-07 22:14:27,Returned
TRX-000581,ADM-005,STD-033,2025-09-14 22:14:27,2025-09-21 22:14:27,Returned
