id,borrowId,bookItemId,conditionAtBorrow
8a138a3d-6557-42a6-bca9-56a91bc24629,TRX-000380,BI-02023,Good
9880e818-6f45-49de-82b0-329d852f1156,TRX-000380,BI-01849,Fair
b2601ace-51fe-41d6-8d18-ce4f0e0f0f1c,TRX-000381,BI-02465,Poor
8152a5f2-85f3-45d5-a30d-1c8d45083874,TRX-000382,BI-00404,Good
02f0a1b7-f246-4c89-860d-4b88413b2dc8,TRX-000382,BI-02699,Poor
9aeb9fb6-b86f-41fd-ba9c-78dbc440b164,TRX-000382,BI-00079,Fair
9f3f286f-afd5-4acb-9e6e-c2c190f66833,TRX-000383,BI-00115,Fair
e66b9f9c-8e56-4486-91a3-7cb70a024fd8,TRX-000383,BI-00741,Good
f26f4724-9683-4926-85f3-b2bbfcf1f0a9,TRX-000383,BI-00513,Poor
35ac5b2a-a04b-438b-874f-ac19aea90982,TRX-000384,BI-01759,Fair
e1400cb9-0b3a-4177-a215-b1f20f23088b,TRX-000384,BI-01752,Fair
a3aa7c84-4be1-4bc4-95f7-d9e9f9a3d2ac,TRX-000384,BI-00937,Fair
9eb6b656-aae3-41f2-a411-f54c6f490c1e,TRX-000385,BI-00965,Good
7cfd44f7-984b-45ad-9d01-776dd73631b2,TRX-000385,BI-00099,New
c3f7a842-bf3e-4d88-be6a-8d3d48f6fc97,TRX-000386,BI-01806,Poor
1d45cbb4-51ce-4539-8466-4d99e6802ebe,TRX-000386,BI-02804,Good
1e5970ee-3d0e-41ba-b8bc-62cee8c40527,TRX-000386,BI-00181,Good
820d72d0-4483-4aa9-b2dd-0610badb3c0a,TRX-000387,BI-01585,Poor
61f5edf8-8faa-46aa-bd56-f0cf440014cb,TRX-000388,BI-00503,Fair
bc004de9-dbf0-4492-9753-0614c07e3214,TRX-000388,BI-01208,Poor
6f029524-e72d-4e14-a032-b657837fce41,TRX-000388,BI-02120,Good
8f9b59f5-dc2b-4ebd-aae3-1ec4ffdb7afd,TRX-000389,BI-02548,Poor
1efa941a-dcd2-412c-8c4b-d1647222e719,TRX-000389,BI-00356,Poor
c0513464-fa71-4590-8316-f10ec28c1d52,TRX-000390,BI-00591,Fair
f79284a4-a31c-4789-b834-59f94aa408e1,TRX-000391,BI-02466,Poor
cdcf9723-e47d-4043-a8b5-b788915f06e7,TRX-000391,BI-00518,New
daceef1b-fd7f-4e4d-a9bb-dc5d7d34d606,TRX-000392,BI-00532,New
55c04db1-2065-4104-8ba4-9af8ca92a651,TRX-000393,BI-01711,Poor
512035fd-b290-43d7-9ccd-6804a24329c7,TRX-000393,BI-00004,Good
fc828db7-8e68-4afc-9b34-6c27155e749c,TRX-000393,BI-01067,Fair
59cff185-d44a-4136-84d7-081310cc78ba,TRX-000394,BI-00857,Fair
aa067fce-a473-4642-becb-b569e83c9710,TRX-000394,BI-01213,Fair
ee2039ec-cef0-4ada-a955-e75e83ae7a62,TRX-000394,BI-01990,Poor
3e71b7ec-ebcb-429e-a19f-04c0d67286ab,TRX-000395,BI-00442,Fair
1651e35b-383c-4be8-9dfb-3c0c600a2ea0,TRX-000395,BI-00646,Good
aaf6cd3c-9b32-4d5c-b1f4-3c59db5d8665,TRX-000396,BI-00041,Fair
6cdacabf-9a93-4544-8bbd-44d83738bc4a,TRX-000397,BI-01235,Good
137bcc9b-7fc9-43da-966b-315315e1e11f,TRX-000397,BI-02617,Fair
2f01cd86-bfc4-4590-a16b-645eb2bfd3cf,TRX-000398,BI-01841,Fair
a2b7180d-b2e6-4166-a0b3-ae89f47410e2,TRX-000398,BI-02216,Good
a3a83989-0997-4518-845a-99fc736068b4,TRX-000399,BI-02582,Poor
17ab4b20-79f3-455f-8730-f7b70cda94c1,TRX-000399,BI-00457,Good
a7539ef2-684b-4bf7-88ec-167ce0ea2dce,TRX-000399,BI-00472,New
b345764e-6435-4798-ac2e-ac609f2424e1,TRX-000400,BI-01484,Poor
6e8bcd3d-288a-4430-a08c-f6ae39ff927d,TRX-000400,BI-02418,New
c0a7f93c-0b20-4f37-8ecd-ad4b8ff716e7,TRX-000400,BI-02931,Good
2ec1318b-5970-4846-90b5-d8fddc7018d6,TRX-000401,BI-00881,New
01b7498b-3e40-45e2-b048-2e3ffcb652d1,TRX-000401,BI-01395,Good
e1a2cd27-4e37-4ef6-8270-8b9db8c31772,TRX-000401,BI-02445,Good
46e0c613-2cc9-4433-ac7f-4ede29ea72ef,TRX-000402,BI-00045,Good
defb080f-acc4-45e6-bdc0-97c77765e893,TRX-000403,BI-00114,Fair
2b688fe3-949c-4952-8a34-5f3b8887f9e2,TRX-000403,BI-01037,Good
d8bdd7b5-f8c5-4e8a-8865-6ee274aad99f,TRX-000403,BI-00341,Fair
7e5608c9-11e5-4923-8b8e-c69f8a18576b,TRX-000404,BI-00933,New
b017d010-0147-4f0f-8f14-a5763e5f5597,TRX-000405,BI-01822,Good
76217852-f836-42ab-ad90-98262dada45a,TRX-000405,BI-00386,Poor
13601b44-f37b-4cb9-b22f-cd9370b6a01b,TRX-000405,BI-00714,New
e3640a6a-ecf6-46d5-a84f-25fca865b222,TRX-000406,BI-00815,Poor
d4d4002b-c036-43bf-bbd7-85c4ac05c550,TRX-000407,BI-00531,Poor
4b0a4355-c043-40a1-9011-11ae52f1440f,TRX-000407,BI-02289,New
8277fb11-a33d-468a-b0cc-15698ef16c54,TRX-000408,BI-01017,New
4280fe1d-3072-4e33-bca7-3cd9015a8998,TRX-000408,BI-01064,New
13368e0f-1bb0-46b1-b568-3aed8f02bd65,TRX-000408,BI-00240,Good
ca4fb45c-a593-419e-9b55-d5d34cef9fc8,TRX-000409,BI-02042,Good
67b6cf98-8005-4437-ae48-295ea7d7da4f,TRX-000409,BI-02218,New
c643e3a2-6c5f-4163-b46e-160ef9075d64,TRX-000410,BI-01864,Good
926fcd26-1f70-4491-97f3-ff329a491f76,TRX-000410,BI-00578,Poor
10a5dc3e-b8cd-4a17-8ca9-d68c9e9a1d67,TRX-000410,BI-02156,Fair
3dcb56e9-363e-4284-8ac7-9dfc58f99ea6,TRX-000411,BI-01539,Poor
47008455-fd3b-4356-ad3c-27e73c389a72,TRX-000411,BI-00892,Poor
1b765ce3-39ab-41ff-90be-08c2e36b7f55,TRX-000412,BI-02463,New
3d77100a-74a0-469d-b444-d25bedce8e88,TRX-000412,BI-02174,New
2c36a1f5-5604-4105-83ab-ed6f76b8a8ff,TRX-000413,BI-01935,Good
987e55aa-3a37-4439-8b49-4c86dc556606,TRX-000414,BI-01204,Fair
2f53c174-ce54-43e8-87a1-6deba65abd0d,TRX-000414,BI-02760,New
216116a7-f53f-4f5c-8510-43a64e933bc6,TRX-000415,BI-02624,Good
dd7132e2-b4aa-4b5a-817b-9f9701a2ce96,TRX-000415,BI-01323,New
6f390b84-04be-478d-be4b-45ce0291e009,TRX-000416,BI-02066,New
850906d4-0697-4bbf-85ad-57e7968e5e94,TRX-000416,BI-01998,Poor
95879621-f0ad-4e0b-9933-c6a23310bdbf,TRX-000416,BI-02766,Fair
50bbe368-7d9f-4e6e-b739-8c56b9731123,TRX-000417,BI-00820,Good
72367f59-47c8-4aaa-bfec-a2dca739a320,TRX-000417,BI-01861,Good
74235041-3eea-4ebd-9d87-ac390c14211e,TRX-000418,BI-02639,Good
ad554ae3-c83b-4102-9ed5-e7c9f2d3397f,TRX-000418,BI-02059,Fair
26440312-972c-4512-87e9-5ea2f8ac665e,TRX-000418,BI-00599,New
856ab99a-f700-4ac9-865c-e8df5c022918,TRX-000419,BI-00009,Good
fd7f9ae8-cade-454d-a977-0f9f15ea920a,TRX-000419,BI-01378,Fair
5773326c-6574-416e-a599-8d1aa9c99f6f,TRX-000420,BI-01758,Poor
1ac46999-aec3-497d-ae43-eddcc88c19d2,TRX-000420,BI-00831,Fair
b2005b36-e1ec-480b-a5af-008fb24cc769,TRX-000420,BI-02312,New
2b72214f-b236-4d13-ac6a-96336dcf043f,TRX-000421,BI-01005,Poor
230a22ab-ec00-4e98-a92c-a10f583cb8db,TRX-000421,BI-02919,New
e0f59acf-8ec6-4609-b707-ee64a40d5d39,TRX-000421,BI-01185,Fair
02528e2b-05e1-4cb9-8ca9-72aa378f1210,TRX-000422,BI-02328,Good
4f8b2f65-0d24-4a44-bf57-101e9d118703,TRX-000422,BI-02616,New
bf69d9bf-7c01-4ebd-b867-e1031aef50b6,TRX-000423,BI-02018,Poor
546e144a-7186-47f7-a328-e19253b4213c,TRX-000423,BI-01050,Good
b8aea90f-4739-45e9-8cec-01a9bb4b2cfb,TRX-000423,BI-02250,Good
ef57ee15-2be9-4bfc-b827-8259e2d76672,TRX-000424,BI-02227,New
71106cf2-e887-4072-99db-e4ff6baa3ee4,TRX-000424,BI-00597,Fair
6b1063bb-5586-43c0-9841-e770aa3e18f0,TRX-000425,BI-00163,Good
e39dab1c-f891-4407-8c76-610f3a1614ac,TRX-000425,BI-01461,Good
53532f24-7c3e-4b70-80a7-642fda04c150,TRX-000426,BI-02873,Good
358e2f79-e8da-4fc3-a63d-e0802924a8b9,TRX-000426,BI-00943,Fair
c5a292e4-c6d9-4806-aa8d-24db8f30c3ab,TRX-000426,BI-00534,Poor
9abbe6d6-75d6-43ac-9032-49280609c367,TRX-000427,BI-02988,New
13fcef39-8906-45a3-ae77-991b985a6138,TRX-000427,BI-00129,New
a2614483-1524-45db-8409-203af6ca7fa5,TRX-000427,BI-02723,New
1f70ea32-1fa0-4d50-9678-a5dc913e020c,TRX-000428,BI-02087,Fair
b6a2ef71-cccd-4a6c-97f8-7a956cc3d0d3,TRX-000428,BI-01928,New
01a28d11-9fec-4f71-99b6-9d33fedc18e8,TRX-000428,BI-00417,Poor
9e377a7c-0d66-4abf-8209-b0ac75ee56bc,TRX-000429,BI-02934,Fair
19ff1104-b448-4f23-b97d-34c10b8a8786,TRX-000430,BI-00282,Poor
070e1e24-1234-4540-ad23-5f4f55701b3c,TRX-000430,BI-02341,Fair
1f0d9bf3-6cbd-4d27-95fd-43d7a0f792dc,TRX-000431,BI-01134,Poor
d165b7f8-ee8c-49bb-b9c9-a8856d7dd76e,TRX-000431,BI-00336,Good
2aec62c5-5a97-4f86-8cd1-9b0a3f3ff072,TRX-000431,BI-01919,New
48927ec3-2147-4a0b-be70-5d0b903c28e2,TRX-000432,BI-00293,Poor
e82f88e6-81e1-4b57-ac1a-df106c13360b,TRX-000433,BI-01866,Fair
dbf6033b-f944-48cc-bee8-d7ebe58139e9,TRX-000433,BI-00527,Fair
f993a255-a477-4f8b-b501-be44946c57ec,TRX-000434,BI-00317,Poor
eb109756-1a10-4504-86ea-3a7acbf0343c,TRX-000434,BI-02446,New
4bb87b1a-8c07-4c97-abc5-25de813de313,TRX-000435,BI-02056,New
41fba204-999c-4870-91c1-1f876809c0de,TRX-000436,BI-02188,Good
23414604-9194-4553-b49f-84376cca4e08,TRX-000436,BI-01610,Poor
81a68e93-0baa-4c7d-aa52-943b3076348e,TRX-000436,BI-02006,New
3a174764-e684-49ad-8807-1caa43e1e242,TRX-000437,BI-01087,Fair
c40a45d5-ce9b-4a38-9e6f-a067cdbc40f7,TRX-000437,BI-02899,Poor
0bad0142-273b-4a42-8fe4-8bbdc4f714c5,TRX-000438,BI-02968,Fair
e1c56ef2-c531-4836-aff1-0226f44ca500,TRX-000438,BI-00460,Poor
64ccb9d4-e33f-415c-85be-c6777d53ed03,TRX-000439,BI-02448,Fair
81c12d3a-3906-4c35-961f-d7f3197bcdc6,TRX-000440,BI-02858,Poor
5bc49feb-025c-4c8c-8729-3f0fde4d1c29,TRX-000440,BI-00361,Poor
9b9bd8f3-3d42-48cb-8487-fc15946509d8,TRX-000441,BI-00501,Poor
4988e1b0-aacf-47b7-a37f-67a93fd908d5,TRX-000442,BI-00363,Good
19c5a2f2-a695-4535-bb05-d9af054cd710,TRX-000442,BI-02645,Fair
53246689-c399-4639-b07b-db26786168fb,TRX-000443,BI-00077,Fair
8f7dfada-42c0-43df-8a80-73ff027e8b31,TRX-000444,BI-00474,New
6f4948d9-9692-4e7d-a211-1d4932602426,TRX-000445,BI-02963,New
5c69334f-850f-4c0a-a2db-aa983f34d0eb,TRX-000446,BI-01764,Poor
f7731ec2-7870-44c7-a2ff-b3f08418596d,TRX-000446,BI-00257,Poor
0c744c2f-5dea-4cf8-a18d-074df14aa115,TRX-000446,BI-02284,New
d25844be-ac6b-4262-832d-c26f9e13f831,TRX-000447,BI-01839,Good
5a9595af-0058-4f2e-84d2-09edbe17fcb0,TRX-000447,BI-00827,Fair
6df8dfcd-caaf-4ee2-a911-827b8a9223fe,TRX-000447,BI-00377,Fair
1198dbcc-32e4-4e23-90ff-12eea240a93b,TRX-000448,BI-02998,Poor
a10353d4-2579-4ee2-9211-140b0aee8649,TRX-000449,BI-01393,New
44670935-077f-41c2-8ffa-d8c597fd5ee9,TRX-000449,BI-01507,Poor
c8ef1a74-a658-4be3-b20c-77da5f0b340c,TRX-000449,BI-02320,New
4a83efa5-83c4-4ec0-8e84-7f80a81d09c0,TRX-000450,BI-02748,Fair
b764ec58-b3d4-4859-ad63-0bd49980ea00,TRX-000451,BI-01322,Good
4fd115cd-fcdb-4c27-b804-1d5772ad100c,TRX-000451,BI-00536,Poor
6a53ec49-93cb-4b06-bbbd-d5c409af1933,TRX-000452,BI-02498,Poor
6a2886b6-a095-408e-a2fc-9347294cf4e5,TRX-000453,BI-01153,Poor
9831436d-22d3-4def-984e-fc7903b544ea,TRX-000454,BI-00901,Poor
38e8b016-b2e8-4ed0-ba96-273fe7e85e95,TRX-000454,BI-00064,Good
5d4acc1c-d283-4b3c-81fa-9120cba01c66,TRX-000455,BI-01972,Poor
1eca5b6c-69d5-4e6a-8129-f48ae05cc003,TRX-000455,BI-00050,New
7db8213a-e835-427d-844c-432b1d2e1848,TRX-000456,BI-01446,New
c24bf400-0ade-4e87-8aca-455d1b80a48d,TRX-000457,BI-02941,Fair
87cbab31-1204-4420-8b78-e9a9a5ae9128,TRX-000457,BI-00259,Good
bb30fd8f-88e0-44da-a1ef-d73e7dbc59bf,TRX-000458,BI-02928,Poor
ec82a9d5-f854-4049-8d98-b46b18ffbb03,TRX-000458,BI-00671,Good
c4651eca-7366-49a3-8680-3f2d8298fff7,TRX-000459,BI-00560,Fair
4bf20bdf-abbc-4298-8783-64f9a0cc3e3b,TRX-000459,BI-02834,Good
d6d3dda5-773f-4f0e-b74a-352ca036a006,TRX-000460,BI-02058,Poor
0f51d19a-8b66-4c39-ad3c-1f3fd9ff77bb,TRX-000460,BI-01320,Poor
fd432bc1-bb5d-42f7-ba5d-e13c3dc04541,TRX-000461,BI-02040,Good
81f3a73d-169f-45b5-a2c2-21a8a2397ed6,TRX-000461,BI-02762,Fair
a3b8ff8c-8c42-45df-b831-da7a879993f9,TRX-000462,BI-02285,New
67d94af1-b4b8-46e2-bdca-1203629f9374,TRX-000462,BI-00968,Fair
f150b2d6-c217-4474-8db5-331887162c9b,TRX-000463,BI-02605,Good
e8301b7c-057d-4022-8704-c075442e671d,TRX-000463,BI-01229,Good
c2071ed1-06a7-4344-ae7d-97ba4c3af198,TRX-000464,BI-02366,Fair
cde604bc-5eef-43f3-a16c-96bdb16ec0c2,TRX-000464,BI-00098,Fair
fe730cf2-484e-4d49-8afe-d9702eca82f9,TRX-000464,BI-01938,Fair
5adb9b34-c0dc-453d-bb2c-a30db0462d28,TRX-000465,BI-02375,Poor
cd62672b-a812-4e00-933f-7443b27290e2,TRX-000466,BI-00252,Fair
ae5c3a0c-0d28-4afa-aa07-b06ff2a1a2ef,TRX-000466,BI-02268,Good
f1098e56-e505-4a46-b977-054e929bfc0b,TRX-000466,BI-02911,Good
fdd1cba3-416f-4839-872e-41118e02935d,TRX-000467,BI-02002,Fair
4d311f7f-9405-46ef-bc81-66fd2596ad5b,TRX-000467,BI-00723,Fair
aec56497-cd14-4f1f-a0c4-c5fad63cfe74,TRX-000468,BI-00807,Good
a0c08d0a-d4a4-48b0-a5e0-2bdf3b0bb8ab,TRX-000468,BI-01940,Fair
a40e0a46-d69a-4574-9c97-24914e1895c0,TRX-000469,BI-00821,Good
dcebb47d-6ce0-48f4-a660-dc290ad64ab7,TRX-000470,BI-00776,Fair
db3d7e0c-2bb1-4fa0-88bc-edbc02a16968,TRX-000470,BI-01630,Poor
1bce1ccc-8a53-4964-8335-596b213c1dca,TRX-000471,BI-02990,Poor
e36f762e-f02d-4351-a20e-22f21536cc7d,TRX-000471,BI-02186,Good
ecded24a-5d63-459c-afc8-2baa5e50be74,TRX-000472,BI-02562,Poor
25ac68ca-a30a-4fe7-82b0-f76ad10a5065,TRX-000473,BI-02396,Fair
43be4baf-4e9a-4012-aee7-a64296835c35,TRX-000473,BI-01404,Good
f2203c47-dee9-46d5-84a2-6b1e4b786bbf,TRX-000473,BI-01682,Poor
50ae21c2-13a1-49e7-b84a-5a237cc3bb91,TRX-000474,BI-01854,Good
1a994719-1274-4cf0-a9a0-b3974172c60c,TRX-000474,BI-00895,Good
7c0854df-77f3-454c-8ce5-bd5ad94659dd,TRX-000474,BI-02492,Good
2bf7f703-5a9d-4118-b0fb-a57332772255,TRX-000475,BI-00037,Good
2b78f7ed-3007-4564-b9fc-63ea12a2d062,TRX-000475,BI-01172,Fair
79fc8aa9-d344-46df-bd50-38de6f27f846,TRX-000475,BI-01492,Poor
ac502863-34fc-43df-941c-687ae6ab187a,TRX-000476,BI-02520,New
b94f1db5-6e29-440e-a11d-ce4751e94c2e,TRX-000477,BI-02178,Good
c81ef4d4-0475-4c2b-9de9-fff908792472,TRX-000477,BI-00903,Fair
8b0085ce-103b-4655-94cf-f4471e5ad204,TRX-000477,BI-01743,Good
9319ca75-deca-4554-a6bf-9b34d49ead61,TRX-000478,BI-00674,Poor
079cae1e-2e14-4ee8-b32c-701fd3b6a148,TRX-000478,BI-02032,Fair
5be87da8-41ed-4ea2-97a7-ed914bb184f7,TRX-000478,BI-02272,New
26c0970e-c2c0-4268-91d9-70b0e7f26c1b,TRX-000479,BI-01918,New
7e8d70ad-4945-4e71-b0c0-f88873b148da,TRX-000480,BI-01636,Fair
dfc6f34b-bc33-4494-9e82-5e653f709ba4,TRX-000480,BI-00849,New
e20ab87d-ecb2-4454-a886-9f434d07eea0,TRX-000481,BI-02169,Fair
edb63485-4c66-4266-96be-ffc13a5e77a7,TRX-000482,BI-00703,Good
12991a63-7fa9-412c-a455-08adb7d21b25,TRX-000483,BI-02231,Fair
0cf147ac-d096-4bbd-8daa-8134ed64dba2,TRX-000484,BI-00190,Good
e4809d45-b165-49fd-a044-aef6dc113685,TRX-000484,BI-02961,New
4e2f01eb-46a0-4576-888c-3e7498cfcbb0,TRX-000484,BI-02680,Good
f356d5e0-5db4-4a69-81d2-e8857c817120,TRX-000485,BI-02854,New
76ecf2bf-052f-4a5c-b7c7-4d9f1097d6d0,TRX-000486,BI-02780,Good
ea4015bd-74da-421d-9493-3bb31102a1f8,TRX-000487,BI-00348,Fair
3d261348-5813-4828-8f3a-0704e83e016a,TRX-000487,BI-00122,New
e932d52a-1a19-4262-a8ae-b4e0eb909567,TRX-000488,BI-01979,Good
c7682361-400b-4112-8e8e-622de5fd84be,TRX-000488,BI-01266,Poor
e1abe1f4-9c05-440b-a907-07bde1168fcd,TRX-000489,BI-00353,New
645aaaf0-949c-4556-b181-0b554decfae5,TRX-000489,BI-00694,Fair
cd241398-3583-447c-bb4c-df7ebd42bdfd,TRX-000489,BI-00227,Fair
a974c88b-41cd-4696-9af4-15a78ef18305,TRX-000490,BI-02757,Good
69bcff91-8834-4dcc-8d9c-ba69851a0fca,TRX-000491,BI-00722,New
256845d6-4902-449e-9925-dc5fdeff6156,TRX-000491,BI-02182,Poor
f21e2e92-5dbf-4b39-9fe5-508a99ca7ac4,TRX-000491,BI-02461,Good
05bfa3bb-97f2-4d51-b82c-c4d3c77d7f8e,TRX-000492,BI-01681,Good
10e0bf3c-2540-4209-992e-295d517e9627,TRX-000492,BI-01907,Good
78462213-c7fa-47b6-a9a5-3b25c713d58e,TRX-000492,BI-02037,Fair
3e251b98-e966-420c-bd00-7741fe36ba04,TRX-000493,BI-00018,Good
19904ccb-5686-4ba5-8938-87b1da369443,TRX-000493,BI-02796,Poor
da273d48-ba4d-4c11-a976-676e3e4eee40,TRX-000493,BI-01747,New
e9fad64e-ce2f-464a-850b-c076f8611786,TRX-000494,BI-00850,New
d243dfc6-6d7a-444b-ac06-3fc210bd93a2,TRX-000494,BI-00709,Poor
e9359c8b-e627-4672-b9da-67e2de09ec69,TRX-000495,BI-00458,Fair
7cb574eb-1837-48ec-9b45-9bbe02ad48b9,TRX-000495,BI-01694,Fair
b1e715a8-b5c1-4cbf-9f2b-34822c6596e8,TRX-000495,BI-01511,Good
f600b455-f1e3-40bb-becf-b8a727937a8f,TRX-000496,BI-01372,New
5885b91b-219d-4b95-802d-f40d5853d40a,TRX-000496,BI-01394,Poor
8a288fb3-ea07-45d5-8235-cdd7614d33de,TRX-000497,BI-02776,New
b285c246-bbef-429b-8855-34ec3d588332,TRX-000497,BI-02038,Poor
43f4c712-fe6d-4cc5-b50d-8951778bad72,TRX-000498,BI-01462,Poor
c18fe69d-496b-422a-9dc9-af5f483eb571,TRX-000498,BI-00489,Good
7879f706-9ab6-4d6c-b02b-de8c78e6311e,TRX-000499,BI-02460,Good
58b3453d-5f56-421e-803b-42b7f6fd1820,TRX-000499,BI-00078,New
41c060c9-dc34-4206-a747-bd46ec7b3a7a,TRX-000500,BI-01713,Good
3f884316-4d0b-45d9-ad7b-9cc0769bdcbf,TRX-000500,BI-02623,New
66ff5bc6-7d79-460f-8c8b-7d61c8918ef1,TRX-000501,BI-02117,New
1fd6750a-4080-416f-a0b4-060e3aa8b25c,TRX-000501,BI-00975,New
8f253dd2-dfd8-4eae-9159-370bbf425572,TRX-000501,BI-02329,Poor
d7a379f8-79e0-4bf4-a67c-2d1c6ec21529,TRX-000502,BI-00757,Fair
6c11eadf-b00d-490c-9d7d-cbcd415fe191,TRX-000503,BI-02926,Fair
a218da5b-0667-456e-bcda-807bfc3bf292,TRX-000504,BI-00028,Poor
9665f2f8-9626-4c42-8a40-1c2a71279c06,TRX-000504,BI-01883,New
f92cd1de-2c90-4fc4-9c1d-30560ac5ca04,TRX-000505,BI-01731,Good
ca736ef1-a393-4864-b0e4-93b5b3f11eb3,TRX-000505,BI-02434,Fair
f000b031-9cbe-4dc0-845f-7bf9ec34d2cd,TRX-000506,BI-00738,Good
37e3bcb8-49c1-4457-bb98-612b1745161f,TRX-000506,BI-01781,Good
2c73e75e-c4dc-48df-be3a-480d13786d62,TRX-000506,BI-02142,Poor
29cefdd7-495a-4910-a414-af619a5d44f6,TRX-000507,BI-01974,New
3fbd2b60-0dd7-4079-978d-313b2b82c0fe,TRX-000507,BI-02282,Fair
f286db9c-9012-47dc-be42-14c47b64b5dc,TRX-000508,BI-02243,New
1ba9cd60-7693-4f4f-8b2a-3868aa950990,TRX-000508,BI-02638,Poor
aeeabc5d-47c8-428a-9c91-3b377abe65a8,TRX-000509,BI-02589,New
4e773c1a-c975-468c-8710-ba7618c599c0,TRX-000509,BI-02290,Poor
926817be-8d0d-4c8d-887c-72c3f721178d,TRX-000510,BI-00071,Good
91ddf92d-f1e0-457e-acbc-c173f0f03cf6,TRX-000510,BI-01254,New
281febf4-64d1-4a58-baf1-f8193a63dc9f,TRX-000511,BI-01321,Good
6bbc332c-9a42-4dbb-8ea4-3f60a233962d,TRX-000512,BI-01575,Poor
2478077f-62eb-4b67-a055-a40e91ff3424,TRX-000512,BI-01836,Poor
5544cdb7-183f-4ca9-880c-1a3df7971e7f,TRX-000512,BI-00507,New
aae56a69-16c8-492f-a6d8-40a1479caae5,TRX-000513,BI-02691,Poor
3dc72c52-31eb-4b1e-9366-263cb72c0f3a,TRX-000513,BI-00953,Good
7b2de97d-cec6-4ea6-8ec0-04b1d9368e1a,TRX-000514,BI-01767,Good
c61ad9d6-f34f-4c62-9973-719ee9c0937e,TRX-000515,BI-01221,Poor
55bf92bf-6b84-4eed-bac5-fa165e22f92e,TRX-000516,BI-02511,Poor
d5dbf419-0077-4110-8bd9-677bfa80b29b,TRX-000516,BI-02549,Good
451454bd-0727-4ad2-8551-0e0968e2ae04,TRX-000516,BI-02747,Poor
dd3efe19-5136-46a7-8dad-73d6c8c3490b,TRX-000517,BI-00439,Good
2d83735b-2a96-456c-8b66-70f4df5c6777,TRX-000518,BI-02258,Good
98c300fa-a99a-4414-92fe-6e759c390bd1,TRX-000518,BI-02027,New
15d5d7b6-cff4-473d-9db0-753b48277319,TRX-000518,BI-02196,Fair
ac67deae-8f1e-49e4-922d-e31cf4665ff7,TRX-000519,BI-02706,Poor
1c15db86-cab4-4734-9b00-cf3793dd4ad8,TRX-000519,BI-02685,New
3ac8c3ff-3b99-4159-8cda-8d144ca4270c,TRX-000519,BI-01925,New
de10feb5-1f19-4373-8532-eca25fca7481,TRX-000520,BI-02901,New
2cc33c5d-2a9a-411b-bd70-80172e6a9a6b,TRX-000521,BI-01479,Fair
76838c9b-bcff-4475-a241-87d17850da73,TRX-000522,BI-01130,New
7aad99d0-e049-4531-85cc-ba2bcff447d0,TRX-000522,BI-01600,New
0ae033d8-6240-4edf-a0b8-361883ccc2be,TRX-000523,BI-01858,Good
3baae474-0aaf-4dcb-9e03-828519b758be,TRX-000523,BI-02050,New
a651b635-4bbe-4a2c-8ee2-4f6c8f270832,TRX-000524,BI-00194,Good
bb4cd443-2dc4-461a-9e86-ff8147d53ed2,TRX-000524,BI-00929,Fair
b92118f0-06ee-4886-be15-892cda5d945a,TRX-000524,BI-02701,Poor
97e782e4-cbd6-4643-bf40-5ca466e73d90,TRX-000525,BI-01396,Good
ef8241e0-e9b3-47bd-8583-2bc640994aa5,TRX-000525,BI-02075,Fair
40be92ea-54be-4ff2-940f-315701e5877c,TRX-000525,BI-00875,Fair
669ea3b0-bfc4-4559-a4cd-2c29aed62cdf,TRX-000526,BI-01962,New
27cd48d8-d9d4-40c1-af55-05c8d71c84d7,TRX-000526,BI-01583,New
a94aebc1-0b2d-4744-b9f1-491cf53b3b1d,TRX-000527,BI-01063,Fair
befec2b5-0c96-4da7-b1e1-f09b66740db3,TRX-000527,BI-00687,Fair
b4574417-f3df-49ad-8de2-8aaa9ba8fdd8,TRX-000528,BI-02973,New
8fb34867-2754-487f-818a-5d9984872223,TRX-000528,BI-01454,Good
dea07530-5c1f-42ad-9378-215527cb3134,TRX-000529,BI-01547,Good
9025b69e-af40-4df1-b805-e719ce1facba,TRX-000529,BI-02500,Fair
c83baa8e-1ff5-49a0-96c2-5eca6f07857b,TRX-000529,BI-02376,Good
68e0e840-bf01-4df7-945d-e97658b57a9a,TRX-000530,BI-01276,Fair
a54ad972-5579-4f34-ad38-188a2d47f4d2,TRX-000530,BI-00934,Good
5a772a6b-69c9-46a4-84cc-cf863ecd32f5,TRX-000531,BI-01964,New
32a29b75-bc90-4efe-ac82-7a8aca7963a8,TRX-000531,BI-00213,Good
e62fe65d-238d-4156-a6de-3a4db5e8bc62,TRX-000532,BI-00617,Fair
6608c0e5-9377-4504-a100-d569cc457ef1,TRX-000533,BI-00454,Good
d8d47cd2-f60b-4005-a433-fafdfb9cce02,TRX-000533,BI-02913,Poor
7370fbdb-94ca-4272-aa76-e8e0bc3675e5,TRX-000534,BI-02646,Good
ff26e3e6-d44b-48d8-9c3f-ba25cc852c28,TRX-000534,BI-01044,Good
02f9e9f4-f689-468b-9482-d8cc7fb2ff66,TRX-000534,BI-01879,Fair
cb82ef5e-1476-47d2-b469-faa2b5b8d5cb,TRX-000535,BI-02849,Good
d66076e1-821c-4a34-8634-96038c762db8,TRX-000535,BI-00710,Poor
b6adf079-b42d-496b-898a-97be367d3ab4,TRX-000536,BI-00568,Good
