id,masterId,code,condition,status,createdAt
BI-00756,BM-0559,INV-000756,Good,Available,2024-02-28 22:14:27
BI-00757,BM-0526,INV-000757,Fair,Available,2024-01-11 22:14:27
BI-00758,BM-0658,INV-000758,Fair,Available,2024-02-13 22:14:27
BI-00759,BM-0868,INV-000759,New,Available,2023-10-21 22:14:27
BI-00760,BM-0514,INV-000760,Fair,Available,2024-11-24 22:14:27
BI-00761,BM-0505,INV-000761,Good,Available,2024-06-28 22:14:27
BI-00762,BM-0376,INV-000762,Fair,Available,2024-07-26 22:14:27
BI-00763,BM-0881,INV-000763,New,Available,2024-10-20 22:14:27
BI-00764,BM-0614,INV-000764,New,Available,2025-07-07 22:14:27
BI-00765,BM-0114,INV-000765,New,Available,2024-04-05 22:14:27
BI-00766,BM-0937,INV-000766,New,Available,2023-06-05 22:14:27
BI-00767,BM-0303,INV-000767,Poor,Available,2023-09-07 22:14:27
BI-00768,BM-0310,INV-000768,New,Available,2023-05-28 22:14:27
BI-00769,BM-0664,INV-000769,Fair,Available,2024-07-01 22:14:27
BI-00770,BM-0116,INV-000770,Fair,Available,2023-03-18 22:14:27
BI-00771,BM-0196,INV-000771,New,Available,2024-03-05 22:14:27
BI-00772,BM-0689,INV-000772,Good,Available,2023-03-11 22:14:27
BI-00773,BM-0867,INV-000773,Fair,Available,2024-11-22 22:14:27
BI-00774,BM-0630,INV-000774,New,Available,2024-11-09 22:14:27
BI-00775,BM-0115,INV-000775,New,Available,2023-07-25 22:14:27
BI-00776,BM-0400,INV-000776,Fair,Available,2023-06-15 22:14:27
BI-00777,BM-0557,INV-000777,Fair,Available,2024-08-25 22:14:27
BI-00778,BM-0390,INV-000778,New,Available,2024-09-05 22:14:27
BI-00779,BM-0084,INV-000779,Poor,Available,2023-08-23 22:14:27
BI-00780,BM-0925,INV-000780,Poor,Available,2025-05-07 22:14:27
BI-00781,BM-0150,INV-000781,Fair,Available,2023-12-15 22:14:27
BI-00782,BM-0531,INV-000782,Poor,Available,2025-08-06 22:14:27
BI-00783,BM-0750,INV-000783,Fair,Available,2023-03-16 22:14:27
BI-00784,BM-0257,INV-000784,Fair,Available,2023-06-17 22:14:27
BI-00785,BM-0082,INV-000785,Fair,Available,2023-05-08 22:14:27
BI-00786,BM-0623,INV-000786,New,Available,2024-10-20 22:14:27
BI-00787,BM-0888,INV-000787,New,Available,2023-05-13 22:14:27
BI-00788,BM-0835,INV-000788,Good,Available,2024-11-17 22:14:27
BI-00789,BM-0771,INV-000789,Good,Available,2023-08-07 22:14:27
BI-00790,BM-0759,INV-000790,New,Available,2023-06-16 22:14:27
BI-00791,BM-1000,INV-000791,Poor,Available,2023-06-01 22:14:27
BI-00792,BM-0189,INV-000792,Fair,Available,2024-05-18 22:14:27
BI-00793,BM-0003,INV-000793,Poor,Available,2023-09-11 22:14:27
BI-00794,BM-0083,INV-000794,Poor,Available,2023-05-04 22:14:27
BI-00795,BM-0473,INV-000795,Good,Available,2025-02-07 22:14:27
BI-00796,BM-0832,INV-000796,Good,Available,2025-03-19 22:14:27
BI-00797,BM-0979,INV-000797,Good,Available,2024-11-24 22:14:27
BI-00798,BM-0769,INV-000798,Poor,Available,2023-06-07 22:14:27
BI-00799,BM-0096,INV-000799,Fair,Available,2023-12-18 22:14:27
BI-00800,BM-0627,INV-000800,Poor,Available,2025-04-15 22:14:27
BI-00801,BM-0897,INV-000801,Fair,Available,2025-03-29 22:14:27
BI-00802,BM-0416,INV-000802,Fair,Available,2025-05-16 22:14:27
BI-00803,BM-0867,INV-000803,Good,Available,2023-08-23 22:14:27
BI-00804,BM-0718,INV-000804,Poor,Available,2024-12-29 22:14:27
BI-00805,BM-0834,INV-000805,Poor,Available,2025-03-02 22:14:27
BI-00806,BM-0467,INV-000806,Fair,Available,2024-01-17 22:14:27
BI-00807,BM-0606,INV-000807,Good,Available,2024-10-27 22:14:27
BI-00808,BM-0972,INV-000808,New,Available,2023-06-08 22:14:27
BI-00809,BM-0265,INV-000809,Good,Available,2024-07-24 22:14:27
BI-00810,BM-0689,INV-000810,Poor,Available,2024-12-02 22:14:27
BI-00811,BM-0156,INV-000811,Good,Available,2024-05-01 22:14:27
BI-00812,BM-0965,INV-000812,Good,Available,2023-03-27 22:14:27
BI-00813,BM-0843,INV-000813,Poor,Available,2023-09-23 22:14:27
BI-00814,BM-0848,INV-000814,New,Available,2025-04-19 22:14:27
BI-00815,BM-0073,INV-000815,Poor,Available,2024-08-31 22:14:27
BI-00816,BM-0027,INV-000816,New,Available,2025-01-22 22:14:27
BI-00817,BM-0920,INV-000817,New,Available,2025-04-23 22:14:27
BI-00818,BM-0450,INV-000818,Good,Available,2024-12-21 22:14:27
BI-00819,BM-0179,INV-000819,Good,Available,2023-06-12 22:14:27
BI-00820,BM-0913,INV-000820,Good,Available,2024-08-25 22:14:27
BI-00821,BM-0373,INV-000821,Good,Available,2025-03-24 22:14:27
BI-00822,BM-0116,INV-000822,Fair,Available,2024-05-14 22:14:27
BI-00823,BM-0979,INV-000823,Poor,Available,2023-10-19 22:14:27
BI-00824,BM-0813,INV-000824,New,Available,2025-01-11 22:14:27
BI-00825,BM-0675,INV-000825,Fair,Available,2024-05-02 22:14:27
BI-00826,BM-0196,INV-000826,Good,Available,2024-06-14 22:14:27
BI-00827,BM-0033,INV-000827,Fair,Available,2024-04-19 22:14:27
BI-00828,BM-0089,INV-000828,Fair,Available,2024-04-09 22:14:27
BI-00829,BM-0878,INV-000829,Poor,Available,2025-07-15 22:14:27
BI-00830,BM-0230,INV-000830,Poor,Available,2023-06-25 22:14:27
BI-00831,BM-0610,INV-000831,Fair,Available,2024-10-12 22:14:27
BI-00832,BM-0184,INV-000832,Good,Available,2024-06-24 22:14:27
BI-00833,BM-0866,INV-000833,New,Available,2023-03-27 22:14:27
BI-00834,BM-0563,INV-000834,Poor,Available,2025-03-15 22:14:27
BI-00835,BM-0450,INV-000835,Poor,Available,2025-08-04 22:14:27
BI-00836,BM-0242,INV-000836,New,Available,2023-03-27 22:14:27
BI-00837,BM-0912,INV-000837,Poor,Available,2023-09-22 22:14:27
BI-00838,BM-0548,INV-000838,Poor,Available,2025-05-16 22:14:27
BI-00839,BM-0906,INV-000839,New,Available,2025-05-31 22:14:27
BI-00840,BM-0433,INV-000840,Poor,Available,2025-03-09 22:14:27
BI-00841,BM-0961,INV-000841,New,Available,2025-04-30 22:14:27
BI-00842,BM-0455,INV-000842,Poor,Available,2024-12-03 22:14:27
BI-00843,BM-0602,INV-000843,Fair,Available,2024-09-23 22:14:27
BI-00844,BM-0689,INV-000844,Good,Available,2024-11-18 22:14:27
BI-00845,BM-0781,INV-000845,Poor,Available,2023-10-24 22:14:27
BI-00846,BM-0784,INV-000846,New,Available,2024-07-20 22:14:27
BI-00847,BM-0702,INV-000847,Good,Available,2024-08-20 22:14:27
BI-00848,BM-0376,INV-000848,New,Available,2024-02-22 22:14:27
BI-00849,BM-0713,INV-000849,New,Available,2023-05-30 22:14:27
BI-00850,BM-0285,INV-000850,New,Available,2023-07-22 22:14:27
BI-00851,BM-0534,INV-000851,Good,Available,2023-12-08 22:14:27
BI-00852,BM-0636,INV-000852,Poor,Available,2023-12-27 22:14:27
BI-00853,BM-0264,INV-000853,Poor,Available,2023-04-22 22:14:27
BI-00854,BM-0574,INV-000854,Good,Available,2025-03-01 22:14:27
BI-00855,BM-0290,INV-000855,New,Available,2023-08-16 22:14:27
BI-00856,BM-0261,INV-000856,New,Available,2024-04-22 22:14:27
BI-00857,BM-0874,INV-000857,Fair,Available,2023-12-13 22:14:27
BI-00858,BM-0367,INV-000858,New,Available,2025-01-17 22:14:27
BI-00859,BM-0164,INV-000859,New,Available,2023-11-17 22:14:27
BI-00860,BM-0620,INV-000860,Good,Available,2025-07-07 22:14:27
BI-00861,BM-0906,INV-000861,Fair,Available,2023-05-06 22:14:27
BI-00862,BM-0773,INV-000862,Poor,Available,2024-08-01 22:14:27
BI-00863,BM-0564,INV-000863,Fair,Available,2023-10-30 22:14:27
BI-00864,BM-0070,INV-000864,New,Available,2024-06-04 22:14:27
BI-00865,BM-0641,INV-000865,Poor,Available,2024-10-26 22:14:27
BI-00866,BM-0264,INV-000866,New,Available,2024-12-05 22:14:27
BI-00867,BM-0328,INV-000867,Fair,Available,2024-12-28 22:14:27
BI-00868,BM-0830,INV-000868,Good,Available,2024-10-07 22:14:27
BI-00869,BM-0327,INV-000869,New,Available,2023-06-07 22:14:27
BI-00870,BM-0242,INV-000870,New,Available,2024-12-28 22:14:27
BI-00871,BM-0026,INV-000871,New,Available,2024-02-14 22:14:27
BI-00872,BM-0629,INV-000872,New,Available,2023-07-18 22:14:27
BI-00873,BM-0242,INV-000873,Poor,Available,2024-09-28 22:14:27
BI-00874,BM-0505,INV-000874,Good,Available,2024-05-09 22:14:27
BI-00875,BM-0208,INV-000875,Fair,Available,2024-07-28 22:14:27
BI-00876,BM-0532,INV-000876,Good,Available,2024-06-10 22:14:27
BI-00877,BM-0588,INV-000877,Fair,Available,2024-08-03 22:14:27
BI-00878,BM-0506,INV-000878,Good,Available,2023-12-13 22:14:27
BI-00879,BM-0485,INV-000879,New,Available,2023-04-21 22:14:27
BI-00880,BM-0605,INV-000880,Poor,Available,2024-12-18 22:14:27
BI-00881,BM-0252,INV-000881,New,Available,2023-08-11 22:14:27
BI-00882,BM-0540,INV-000882,Poor,Available,2023-04-03 22:14:27
BI-00883,BM-0931,INV-000883,Poor,Available,2025-08-08 22:14:27
BI-00884,BM-0208,INV-000884,Poor,Available,2025-07-29 22:14:27
BI-00885,BM-0926,INV-000885,New,Available,2023-09-25 22:14:27
BI-00886,BM-0383,INV-000886,Poor,Available,2024-06-01 22:14:27
BI-00887,BM-0081,INV-000887,Fair,Available,2025-08-09 22:14:27
BI-00888,BM-0324,INV-000888,Good,Available,2023-11-04 22:14:27
BI-00889,BM-0642,INV-000889,Good,Available,2024-02-23 22:14:27
BI-00890,BM-0291,INV-000890,Fair,Available,2023-09-13 22:14:27
BI-00891,BM-0479,INV-000891,Poor,Available,2023-09-12 22:14:27
BI-00892,BM-0225,INV-000892,Poor,Available,2023-05-26 22:14:27
BI-00893,BM-0923,INV-000893,Poor,Available,2025-08-17 22:14:27
BI-00894,BM-0774,INV-000894,Poor,Available,2024-03-11 22:14:27
BI-00895,BM-0873,INV-000895,Good,Available,2024-10-24 22:14:27
BI-00896,BM-0748,INV-000896,Good,Available,2024-10-26 22:14:27
BI-00897,BM-0707,INV-000897,New,Available,2025-03-19 22:14:27
BI-00898,BM-0130,INV-000898,Fair,Available,2023-08-04 22:14:27
BI-00899,BM-0081,INV-000899,New,Available,2024-02-19 22:14:27
BI-00900,BM-0191,INV-000900,New,Available,2024-11-17 22:14:27
BI-00901,BM-0538,INV-000901,Poor,Available,2023-03-22 22:14:27
BI-00902,BM-0136,INV-000902,Good,Available,2024-03-20 22:14:27
BI-00903,BM-0707,INV-000903,Fair,Available,2025-05-11 22:14:27
BI-00904,BM-0364,INV-000904,New,Available,2024-11-30 22:14:27
BI-00905,BM-0033,INV-000905,Fair,Available,2025-05-30 22:14:27
BI-00906,BM-0816,INV-000906,New,Available,2025-05-24 22:14:27
BI-00907,BM-0179,INV-000907,Poor,Available,2023-10-16 22:14:27
BI-00908,BM-0664,INV-000908,Good,Available,2024-10-17 22:14:27
BI-00909,BM-0793,INV-000909,Fair,Available,2025-01-06 22:14:27
BI-00910,BM-0445,INV-000910,New,Available,2023-09-05 22:14:27
BI-00911,BM-0918,INV-000911,Poor,Available,2025-04-15 22:14:27
BI-00912,BM-0998,INV-000912,Poor,Available,2025-01-12 22:14:27
BI-00913,BM-0279,INV-000913,New,Available,2023-04-16 22:14:27
BI-00914,BM-0926,INV-000914,Fair,Available,2024-07-02 22:14:27
BI-00915,BM-0690,INV-000915,Fair,Available,2023-03-08 22:14:27
BI-00916,BM-0640,INV-000916,Good,Available,2023-12-08 22:14:27
BI-00917,BM-0258,INV-000917,New,Available,2023-09-30 22:14:27
BI-00918,BM-0912,INV-000918,Good,Available,2024-07-25 22:14:27
BI-00919,BM-0716,INV-000919,New,Available,2024-05-27 22:14:27
BI-00920,BM-0028,INV-000920,Fair,Borrowed,2024-10-31 22:14:27
BI-00921,BM-0275,INV-000921,Fair,Available,2025-06-05 22:14:27
BI-00922,BM-0875,INV-000922,New,Available,2024-05-24 22:14:27
BI-00923,BM-0326,INV-000923,Fair,Available,2025-04-21 22:14:27
BI-00924,BM-0872,INV-000924,New,Available,2025-08-02 22:14:27
BI-00925,BM-0955,INV-000925,Poor,Available,2024-04-12 22:14:27
BI-00926,BM-0565,INV-000926,New,Available,2024-03-15 22:14:27
BI-00927,BM-0967,INV-000927,Good,Available,2024-08-09 22:14:27
BI-00928,BM-0482,INV-000928,Fair,Available,2023-12-12 22:14:27
BI-00929,BM-0419,INV-000929,Fair,Available,2024-03-01 22:14:27
BI-00930,BM-0553,INV-000930,Good,Available,2024-04-28 22:14:27
BI-00931,BM-0383,INV-000931,Fair,Available,2025-04-09 22:14:27
BI-00932,BM-0474,INV-000932,Fair,Available,2024-11-07 22:14:27
BI-00933,BM-0751,INV-000933,New,Available,2025-04-10 22:14:27
BI-00934,BM-0012,INV-000934,Good,Available,2023-10-14 22:14:27
BI-00935,BM-0377,INV-000935,New,Available,2023-06-02 22:14:27
BI-00936,BM-0007,INV-000936,Poor,Available,2023-05-12 22:14:27
BI-00937,BM-0321,INV-000937,Fair,Available,2023-09-12 22:14:27
BI-00938,BM-0955,INV-000938,Good,Available,2023-11-19 22:14:27
BI-00939,BM-0600,INV-000939,Fair,Available,2024-08-22 22:14:27
BI-00940,BM-0764,INV-000940,Fair,Available,2025-05-12 22:14:27
BI-00941,BM-0444,INV-000941,New,Available,2024-09-05 22:14:27
BI-00942,BM-0461,INV-000942,New,Available,2025-02-05 22:14:27
BI-00943,BM-0065,INV-000943,Fair,Available,2024-04-24 22:14:27
BI-00944,BM-0047,INV-000944,Good,Available,2023-08-10 22:14:27
BI-00945,BM-0931,INV-000945,Poor,Available,2025-02-06 22:14:27
BI-00946,BM-0057,INV-000946,New,Available,2025-01-05 22:14:27
BI-00947,BM-0960,INV-000947,Poor,Available,2023-07-21 22:14:27
BI-00948,BM-0431,INV-000948,New,Available,2024-12-26 22:14:27
BI-00949,BM-0203,INV-000949,Fair,Available,2024-05-17 22:14:27
BI-00950,BM-0156,INV-000950,Fair,Available,2023-03-19 22:14:27
BI-00951,BM-0714,INV-000951,New,Available,2024-02-14 22:14:27
BI-00952,BM-0383,INV-000952,Good,Available,2024-11-07 22:14:27
BI-00953,BM-0714,INV-000953,Good,Available,2024-05-12 22:14:27
BI-00954,BM-0406,INV-000954,Poor,Available,2024-05-05 22:14:27
BI-00955,BM-0933,INV-000955,Poor,Available,2025-05-29 22:14:27
BI-00956,BM-0899,INV-000956,Poor,Available,2024-07-29 22:14:27
BI-00957,BM-0523,INV-000957,New,Available,2023-10-10 22:14:27
BI-00958,BM-0033,INV-000958,Fair,Available,2024-06-05 22:14:27
BI-00959,BM-0760,INV-000959,New,Available,2023-08-12 22:14:27
BI-00960,BM-0383,INV-000960,Good,Available,2024-07-28 22:14:27
BI-00961,BM-0196,INV-000961,Poor,Available,2023-06-03 22:14:27
BI-00962,BM-0220,INV-000962,New,Available,2024-05-15 22:14:27
BI-00963,BM-0522,INV-000963,Poor,Available,2025-02-14 22:14:27
BI-00964,BM-0072,INV-000964,Poor,Available,2023-12-24 22:14:27
BI-00965,BM-0740,INV-000965,Good,Available,2025-05-11 22:14:27
BI-00966,BM-0611,INV-000966,Fair,Available,2024-01-10 22:14:27
BI-00967,BM-0844,INV-000967,Poor,Available,2024-10-21 22:14:27
BI-00968,BM-0556,INV-000968,Fair,Available,2025-07-07 22:14:27
BI-00969,BM-0726,INV-000969,New,Available,2024-10-18 22:14:27
BI-00970,BM-0455,INV-000970,Fair,Available,2024-01-05 22:14:27
BI-00971,BM-0285,INV-000971,Fair,Available,2023-12-09 22:14:27
BI-00972,BM-0884,INV-000972,Fair,Available,2024-11-16 22:14:27
BI-00973,BM-0151,INV-000973,Good,Available,2023-09-13 22:14:27
BI-00974,BM-0295,INV-000974,Poor,Available,2023-11-20 22:14:27
BI-00975,BM-0854,INV-000975,New,Available,2025-02-13 22:14:27
BI-00976,BM-0485,INV-000976,Good,Available,2024-06-17 22:14:27
BI-00977,BM-0333,INV-000977,Poor,Available,2024-03-06 22:14:27
BI-00978,BM-0834,INV-000978,Good,Available,2023-10-19 22:14:27
BI-00979,BM-0721,INV-000979,Fair,Available,2025-06-05 22:14:27
BI-00980,BM-0505,INV-000980,New,Available,2023-08-13 22:14:27
BI-00981,BM-0157,INV-000981,Fair,Available,2023-05-09 22:14:27
BI-00982,BM-0845,INV-000982,New,Available,2024-07-22 22:14:27
BI-00983,BM-0294,INV-000983,Fair,Available,2024-11-03 22:14:27
BI-00984,BM-0146,INV-000984,Good,Available,2023-06-18 22:14:27
BI-00985,BM-0393,INV-000985,New,Available,2024-01-20 22:14:27
BI-00986,BM-0778,INV-000986,Poor,Available,2023-10-16 22:14:27
BI-00987,BM-0365,INV-000987,Poor,Available,2023-04-11 22:14:27
BI-00988,BM-0688,INV-000988,Fair,Available,2025-02-06 22:14:27
BI-00989,BM-0622,INV-000989,Good,Available,2024-03-15 22:14:27
BI-00990,BM-0547,INV-000990,New,Available,2023-03-15 22:14:27
BI-00991,BM-0347,INV-000991,New,Available,2024-03-25 22:14:27
BI-00992,BM-0264,INV-000992,Good,Available,2024-04-24 22:14:27
BI-00993,BM-0562,INV-000993,Good,Available,2023-09-30 22:14:27
BI-00994,BM-0949,INV-000994,Good,Available,2023-10-29 22:14:27
BI-00995,BM-0837,INV-000995,Fair,Available,2023-05-17 22:14:27
BI-00996,BM-0239,INV-000996,Good,Available,2025-04-02 22:14:27
BI-00997,BM-0137,INV-000997,New,Available,2024-02-01 22:14:27
BI-00998,BM-0806,INV-000998,New,Available,2025-03-13 22:14:27
BI-00999,BM-0200,INV-000999,New,Available,2025-02-05 22:14:27
BI-01000,BM-0135,INV-001000,Good,Available,2023-04-21 22:14:27
BI-01001,BM-0799,INV-001001,Fair,Available,2025-03-30 22:14:27
BI-01002,BM-0671,INV-001002,Good,Available,2024-07-13 22:14:27
BI-01003,BM-0504,INV-001003,Fair,Available,2024-02-07 22:14:27
BI-01004,BM-0505,INV-001004,Poor,Available,2024-07-19 22:14:27
BI-01005,BM-0856,INV-001005,Poor,Available,2024-12-20 22:14:27
BI-01006,BM-0785,INV-001006,Fair,Available,2024-08-30 22:14:27
BI-01007,BM-0092,INV-001007,Poor,Available,2025-02-21 22:14:27
BI-01008,BM-0320,INV-001008,New,Available,2024-07-17 22:14:27
BI-01009,BM-0210,INV-001009,New,Available,2023-10-19 22:14:27
BI-01010,BM-0192,INV-001010,Fair,Available,2025-05-07 22:14:27
BI-01011,BM-0682,INV-001011,New,Available,2023-09-19 22:14:27
BI-01012,BM-0511,INV-001012,Fair,Available,2025-04-18 22:14:27
BI-01013,BM-0641,INV-001013,New,Available,2025-01-13 22:14:27
BI-01014,BM-0585,INV-001014,Good,Available,2025-04-22 22:14:27
BI-01015,BM-0553,INV-001015,Good,Available,2025-02-12 22:14:27
BI-01016,BM-0607,INV-001016,Good,Available,2023-03-24 22:14:27
BI-01017,BM-0482,INV-001017,New,Available,2023-04-25 22:14:27
BI-01018,BM-0667,INV-001018,Good,Available,2024-04-20 22:14:27
BI-01019,BM-0151,INV-001019,New,Available,2024-01-18 22:14:27
BI-01020,BM-0854,INV-001020,Poor,Available,2025-01-17 22:14:27
BI-01021,BM-0603,INV-001021,Fair,Available,2023-03-13 22:14:27
BI-01022,BM-0468,INV-001022,Poor,Available,2023-06-11 22:14:27
BI-01023,BM-0881,INV-001023,New,Available,2023-12-27 22:14:27
BI-01024,BM-0645,INV-001024,New,Available,2025-05-27 22:14:27
BI-01025,BM-0710,INV-001025,New,Available,2024-02-03 22:14:27
BI-01026,BM-0191,INV-001026,Fair,Available,2023-12-14 22:14:27
BI-01027,BM-0500,INV-001027,Fair,Available,2025-05-11 22:14:27
BI-01028,BM-0199,INV-001028,New,Available,2024-09-07 22:14:27
BI-01029,BM-0928,INV-001029,New,Available,2023-10-19 22:14:27
BI-01030,BM-0997,INV-001030,Fair,Available,2025-02-07 22:14:27
BI-01031,BM-0799,INV-001031,Good,Available,2024-02-20 22:14:27
BI-01032,BM-0449,INV-001032,Good,Available,2025-08-07 22:14:27
BI-01033,BM-0167,INV-001033,Fair,Available,2025-01-11 22:14:27
BI-01034,BM-0289,INV-001034,Fair,Available,2025-04-14 22:14:27
BI-01035,BM-0122,INV-001035,Poor,Available,2025-08-11 22:14:27
BI-01036,BM-0742,INV-001036,Good,Available,2023-05-21 22:14:27
BI-01037,BM-0986,INV-001037,Good,Available,2023-03-10 22:14:27
BI-01038,BM-0902,INV-001038,Fair,Available,2024-01-07 22:14:27
BI-01039,BM-0312,INV-001039,Poor,Available,2023-06-01 22:14:27
BI-01040,BM-0438,INV-001040,Fair,Available,2024-06-12 22:14:27
BI-01041,BM-0905,INV-001041,Poor,Available,2023-06-13 22:14:27
BI-01042,BM-0287,INV-001042,Fair,Available,2024-01-09 22:14:27
BI-01043,BM-0272,INV-001043,Good,Available,2025-04-14 22:14:27
BI-01044,BM-0566,INV-001044,Good,Available,2023-06-09 22:14:27
BI-01045,BM-0238,INV-001045,Good,Available,2025-03-30 22:14:27
BI-01046,BM-0263,INV-001046,New,Available,2024-01-22 22:14:27
BI-01047,BM-0187,INV-001047,New,Available,2023-05-09 22:14:27
BI-01048,BM-0301,INV-001048,Good,Available,2024-10-04 22:14:27
BI-01049,BM-0573,INV-001049,Poor,Available,2024-09-05 22:14:27
BI-01050,BM-0310,INV-001050,Good,Available,2024-02-17 22:14:27
BI-01051,BM-0711,INV-001051,Good,Available,2024-12-18 22:14:27
BI-01052,BM-0104,INV-001052,Good,Available,2025-08-11 22:14:27
BI-01053,BM-0227,INV-001053,Poor,Available,2023-08-31 22:14:27
BI-01054,BM-0872,INV-001054,Fair,Available,2024-03-12 22:14:27
BI-01055,BM-0240,INV-001055,New,Available,2023-07-29 22:14:27
BI-01056,BM-0485,INV-001056,New,Available,2025-06-12 22:14:27
BI-01057,BM-0966,INV-001057,Good,Available,2023-09-02 22:14:27
BI-01058,BM-0376,INV-001058,Good,Available,2024-07-07 22:14:27
BI-01059,BM-0840,INV-001059,New,Available,2024-10-31 22:14:27
BI-01060,BM-0426,INV-001060,Poor,Available,2025-08-01 22:14:27
BI-01061,BM-0350,INV-001061,Good,Available,2024-03-28 22:14:27
BI-01062,BM-0930,INV-001062,Fair,Available,2023-05-02 22:14:27
BI-01063,BM-0311,INV-001063,Fair,Available,2024-11-16 22:14:27
BI-01064,BM-0577,INV-001064,New,Available,2023-08-17 22:14:27
BI-01065,BM-0388,INV-001065,Good,Available,2024-08-17 22:14:27
BI-01066,BM-0616,INV-001066,New,Available,2025-04-20 22:14:27
BI-01067,BM-0572,INV-001067,Fair,Available,2023-11-15 22:14:27
BI-01068,BM-0013,INV-001068,Good,Available,2025-05-24 22:14:27
BI-01069,BM-0862,INV-001069,New,Available,2023-10-20 22:14:27
BI-01070,BM-0980,INV-001070,Good,Available,2023-05-08 22:14:27
BI-01071,BM-0875,INV-001071,Good,Available,2024-04-29 22:14:27
BI-01072,BM-0208,INV-001072,Poor,Available,2023-04-04 22:14:27
BI-01073,BM-0457,INV-001073,Fair,Available,2025-05-03 22:14:27
BI-01074,BM-0077,INV-001074,Good,Available,2025-02-15 22:14:27
BI-01075,BM-0465,INV-001075,Good,Available,2024-08-08 22:14:27
BI-01076,BM-0145,INV-001076,Poor,Available,2023-10-24 22:14:27
BI-01077,BM-0576,INV-001077,Poor,Available,2024-08-16 22:14:27
BI-01078,BM-0187,INV-001078,Fair,Available,2024-12-17 22:14:27
BI-01079,BM-0808,INV-001079,Fair,Available,2024-05-29 22:14:27
BI-01080,BM-0256,INV-001080,Poor,Available,2025-01-14 22:14:27
BI-01081,BM-0125,INV-001081,Fair,Available,2025-06-10 22:14:27
BI-01082,BM-0117,INV-001082,Fair,Available,2024-06-11 22:14:27
BI-01083,BM-0472,INV-001083,Fair,Available,2024-05-27 22:14:27
BI-01084,BM-0127,INV-001084,Poor,Available,2025-06-30 22:14:27
BI-01085,BM-0492,INV-001085,New,Available,2024-02-29 22:14:27
BI-01086,BM-0964,INV-001086,Fair,Available,2023-12-17 22:14:27
BI-01087,BM-0294,INV-001087,Fair,Available,2025-08-04 22:14:27
BI-01088,BM-0385,INV-001088,Poor,Available,2023-07-18 22:14:27
BI-01089,BM-0829,INV-001089,Good,Available,2025-01-14 22:14:27
BI-01090,BM-0284,INV-001090,New,Available,2023-07-30 22:14:27
BI-01091,BM-0515,INV-001091,Good,Available,2023-08-03 22:14:27
BI-01092,BM-0810,INV-001092,Good,Available,2023-10-07 22:14:27
BI-01093,BM-0383,INV-001093,Good,Available,2025-01-31 22:14:27
BI-01094,BM-0556,INV-001094,Poor,Available,2024-12-25 22:14:27
BI-01095,BM-0277,INV-001095,Fair,Available,2023-04-11 22:14:27
BI-01096,BM-0250,INV-001096,Poor,Available,2024-11-02 22:14:27
BI-01097,BM-0401,INV-001097,New,Available,2024-09-07 22:14:27
BI-01098,BM-0949,INV-001098,Good,Available,2023-06-07 22:14:27
BI-01099,BM-0752,INV-001099,New,Available,2025-07-22 22:14:27
BI-01100,BM-0080,INV-001100,New,Available,2025-02-07 22:14:27
BI-01101,BM-0001,INV-001101,New,Available,2023-12-16 22:14:27
BI-01102,BM-0416,INV-001102,Poor,Available,2023-12-27 22:14:27
BI-01103,BM-0558,INV-001103,Good,Available,2025-07-05 22:14:27
BI-01104,BM-0689,INV-001104,Poor,Available,2024-07-14 22:14:27
BI-01105,BM-0978,INV-001105,Poor,Available,2023-04-26 22:14:27
BI-01106,BM-0427,INV-001106,Poor,Available,2025-02-03 22:14:27
BI-01107,BM-0043,INV-001107,New,Available,2023-11-27 22:14:27
BI-01108,BM-0674,INV-001108,Good,Available,2025-04-24 22:14:27
BI-01109,BM-0835,INV-001109,Fair,Available,2023-12-22 22:14:27
BI-01110,BM-0292,INV-001110,Good,Available,2024-03-07 22:14:27
BI-01111,BM-0492,INV-001111,New,Available,2023-08-27 22:14:27
BI-01112,BM-0149,INV-001112,Fair,Available,2025-02-05 22:14:27
BI-01113,BM-0921,INV-001113,Good,Available,2024-03-16 22:14:27
BI-01114,BM-0568,INV-001114,Good,Available,2024-02-16 22:14:27
BI-01115,BM-0701,INV-001115,Good,Available,2023-04-06 22:14:27
BI-01116,BM-0251,INV-001116,Fair,Available,2024-12-22 22:14:27
BI-01117,BM-0302,INV-001117,Poor,Available,2023-12-21 22:14:27
BI-01118,BM-0145,INV-001118,New,Available,2023-08-22 22:14:27
BI-01119,BM-0555,INV-001119,New,Available,2024-11-23 22:14:27
BI-01120,BM-0190,INV-001120,Fair,Available,2023-11-01 22:14:27
BI-01121,BM-0474,INV-001121,Good,Available,2024-11-12 22:14:27
BI-01122,BM-0615,INV-001122,Good,Available,2024-12-07 22:14:27
BI-01123,BM-0145,INV-001123,Good,Available,2025-03-01 22:14:27
BI-01124,BM-0565,INV-001124,New,Available,2024-06-09 22:14:27
BI-01125,BM-0959,INV-001125,Fair,Available,2025-06-28 22:14:27
BI-01126,BM-0854,INV-001126,New,Available,2024-12-15 22:14:27
BI-01127,BM-0219,INV-001127,Poor,Available,2024-02-16 22:14:27
BI-01128,BM-0352,INV-001128,Good,Available,2023-03-20 22:14:27
BI-01129,BM-0776,INV-001129,New,Available,2023-07-01 22:14:27
BI-01130,BM-0039,INV-001130,New,Available,2023-04-06 22:14:27
