masterId,title,author,borrow_count,total_copies,poor_copies,fair_copies,recommendation_score,recommended_action
BM-0860,Introduction to Physics 1,Author F. Brown,3,3,1,1,15.0,Replace 1 Poor copy
BM-0857,History of Music 4,Author L. Brown,3,3,1,1,15.0,Replace 1 Poor copy
BM-0635,Introduction to History 4,Author S. Johnson,3,3,1,1,15.0,Replace 1 Poor copy
BM-0906,Fundamentals of AI 7,Author K. Jones,3,3,1,1,15.0,Replace 1 Poor copy
BM-0822,History of Chemistry 5,Author P. Jones,3,3,1,1,15.0,Replace 1 Poor copy
BM-0714,Handbook of Art 1,Author N. Williams,5,5,1,0,15.0,Replace 1 Poor copy
BM-0300,Guide to Machine Learning 1,Author P. Williams,3,3,1,1,15.0,Replace 1 Poor copy
BM-0903,Guide to AI 6,Author P. Smith,3,3,1,1,15.0,Replace 1 Poor copy
BM-0820,Guide to Physics 4,Author D. Williams,3,3,1,1,15.0,Replace 1 Poor copy
BM-0812,Fundamentals of Chemistry 6,Author H. Brown,3,3,1,1,15.0,Replace 1 Poor copy
BM-0436,Advanced Economics 7,Author M. Smith,3,3,1,1,15.0,Replace 1 Poor copy
BM-0087,Introduction to Philosophy 1,Author I. Jones,3,3,1,1,15.0,Replace 1 Poor copy
BM-0735,Guide to Biology 7,Author W. Johnson,3,3,1,1,15.0,Replace 1 Poor copy
BM-0731,History of Biology 1,Author M. Williams,3,3,1,1,15.0,Replace 1 Poor copy
BM-0110,History of Machine Learning 9,Author H. Johnson,5,5,1,0,15.0,Replace 1 Poor copy
BM-0591,Guide to Music 5,Author P. Smith,3,3,1,1,15.0,Replace 1 Poor copy
BM-0598,Mastering Calculus 1,Author P. Smith,3,3,1,1,15.0,Replace 1 Poor copy
BM-0729,Advanced Biology 1,Author F. Jones,3,3,1,1,15.0,Replace 1 Poor copy
BM-0725,Guide to AI 6,Author X. Johnson,3,3,1,1,15.0,Replace 1 Poor copy
BM-0795,Mastering History 7,Author Y. Brown,3,3,1,1,15.0,Replace 1 Poor copy
BM-0328,History of Biology 9,Author T. Williams,3,3,1,1,15.0,Replace 1 Poor copy
BM-0030,Handbook of Music 9,Author A. Smith,3,3,1,1,15.0,Replace 1 Poor copy
BM-0398,Handbook of Machine Learning 2,Author N. Smith,3,3,1,1,15.0,Replace 1 Poor copy
BM-0543,The Art of Chemistry 3,Author G. Johnson,3,3,1,1,15.0,Replace 1 Poor copy
BM-0551,Guide to Java 2,Author Q. Williams,3,3,1,1,15.0,Replace 1 Poor copy
BM-0102,Fundamentals of Philosophy 8,Author V. Brown,5,5,1,0,15.0,Replace 1 Poor copy
BM-0481,Advanced Physics 4,Author Q. Jones,5,5,1,0,15.0,Replace 1 Poor copy
BM-0720,The Art of Python 8,Author A. Johnson,3,3,1,1,15.0,Replace 1 Poor copy
BM-0742,Guide to Art 2,Author T. Williams,3,3,1,1,15.0,Replace 1 Poor copy
BM-0362,Advanced Java 2,Author G. Williams,3,3,1,1,15.0,Replace 1 Poor copy
BM-0955,Introduction to Java 2,Author F. Johnson,3,3,1,1,15.0,Replace 1 Poor copy
BM-0026,Advanced Python 9,Author M. Brown,3,3,1,1,15.0,Replace 1 Poor copy
BM-0347,Advanced Chemistry 7,Author K. Williams,3,3,1,1,15.0,Replace 1 Poor copy
BM-0773,Fundamentals of Chemistry 8,Author Z. Williams,3,3,1,1,15.0,Replace 1 Poor copy
BM-0015,History of Chemistry 7,Author W. Williams,5,5,1,0,15.0,Replace 1 Poor copy
BM-0918,Guide to Philosophy 6,Author M. Brown,3,3,1,1,15.0,Replace 1 Poor copy
BM-0657,Advanced Economics 10,Author U. Smith,3,3,1,1,15.0,Replace 1 Poor copy
BM-0055,Advanced Chemistry 8,Author K. Jones,3,3,1,1,15.0,Replace 1 Poor copy
BM-0198,Guide to Java 4,Author R. Johnson,3,3,1,1,15.0,Replace 1 Poor copy
BM-0493,Handbook of Java 7,Author N. Smith,3,3,1,1,15.0,Replace 1 Poor copy
BM-0653,The Art of Economics 9,Author N. Jones,3,3,1,1,15.0,Replace 1 Poor copy
BM-0232,Fundamentals of Java 9,Author H. Brown,3,3,1,1,15.0,Replace 1 Poor copy
BM-0926,Advanced Java 3,Author L. Smith,7,7,0,4,15.0,No Action Needed
BM-0179,Introduction to Machine Learning 8,Author M. Brown,3,3,1,1,15.0,Replace 1 Poor copy
BM-0512,Advanced Economics 7,Author J. Brown,3,3,1,1,15.0,Replace 1 Poor copy
BM-0572,Handbook of Economics 2,Author I. Johnson,7,7,0,4,15.0,No Action Needed
BM-0375,The Art of AI 10,Author F. Smith,4,4,1,0,14.0,Replace 1 Poor copy
BM-0941,Introduction to Economics 7,Author A. Jones,2,2,1,1,14.0,Replace 1 Poor copy
BM-0412,The Art of Calculus 1,Author R. Jones,4,4,1,0,14.0,Replace 1 Poor copy
BM-0972,Mastering Chemistry 7,Author U. Smith,4,4,1,0,14.0,Replace 1 Poor copy
BM-0606,The Art of Python 7,Author G. Jones,4,4,1,0,14.0,Replace 1 Poor copy
BM-0751,History of Philosophy 8,Author S. Brown,4,4,1,0,14.0,Replace 1 Poor copy
BM-0726,Fundamentals of Java 1,Author V. Williams,4,4,1,0,14.0,Replace 1 Poor copy
BM-0417,Advanced Java 7,Author V. Johnson,4,4,1,0,14.0,Replace 1 Poor copy
BM-0925,Advanced History 4,Author K. Williams,4,4,1,0,14.0,Replace 1 Poor copy
BM-0377,Guide to Art 1,Author P. Jones,4,4,1,0,14.0,Replace 1 Poor copy
BM-0330,The Art of Biology 6,Author B. Jones,4,4,1,0,14.0,Replace 1 Poor copy
BM-0544,History of Biology 9,Author Z. Brown,2,2,1,1,14.0,Replace 1 Poor copy
BM-0634,Handbook of Machine Learning 7,Author G. Jones,2,2,1,1,14.0,Replace 1 Poor copy
BM-0237,Guide to Biology 3,Author E. Williams,2,2,1,1,14.0,Replace 1 Poor copy
BM-0166,Guide to Java 4,Author C. Brown,2,2,1,1,14.0,Replace 1 Poor copy
BM-0777,Handbook of Biology 9,Author S. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0671,History of Biology 8,Author X. Jones,4,4,1,0,14.0,Replace 1 Poor copy
BM-0098,History of Calculus 5,Author M. Smith,4,4,1,0,14.0,Replace 1 Poor copy
BM-0865,Advanced Chemistry 1,Author S. Smith,4,4,1,0,14.0,Replace 1 Poor copy
BM-0910,Handbook of Music 3,Author P. Brown,2,2,1,1,14.0,Replace 1 Poor copy
BM-0400,The Art of Philosophy 4,Author P. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0882,Guide to Music 4,Author G. Johnson,4,4,1,0,14.0,Replace 1 Poor copy
BM-0490,Mastering Chemistry 3,Author R. Smith,2,2,1,1,14.0,Replace 1 Poor copy
BM-0460,Mastering Python 6,Author O. Jones,2,2,1,1,14.0,Replace 1 Poor copy
BM-0899,Handbook of Philosophy 5,Author M. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0680,The Art of History 10,Author O. Brown,2,2,1,1,14.0,Replace 1 Poor copy
BM-0336,Advanced Biology 9,Author G. Smith,2,2,1,1,14.0,Replace 1 Poor copy
BM-0343,Mastering Art 6,Author U. Smith,2,2,1,1,14.0,Replace 1 Poor copy
BM-0459,Introduction to Philosophy 10,Author J. Williams,2,2,1,1,14.0,Replace 1 Poor copy
BM-0473,Introduction to History 8,Author N. Williams,4,4,1,0,14.0,Replace 1 Poor copy
BM-0241,The Art of Calculus 8,Author M. Smith,4,4,1,0,14.0,Replace 1 Poor copy
BM-0451,History of Python 10,Author R. Jones,4,4,1,0,14.0,Replace 1 Poor copy
BM-0004,Mastering Biology 4,Author V. Smith,2,2,1,1,14.0,Replace 1 Poor copy
BM-0805,Handbook of Calculus 4,Author G. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0663,Mastering Philosophy 5,Author X. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0321,Advanced Machine Learning 1,Author D. Williams,2,2,1,1,14.0,Replace 1 Poor copy
BM-0929,Introduction to Machine Learning 7,Author R. Smith,2,2,1,1,14.0,Replace 1 Poor copy
BM-0096,Advanced Biology 4,Author F. Williams,2,2,1,1,14.0,Replace 1 Poor copy
BM-0092,Advanced Python 7,Author L. Johnson,4,4,1,0,14.0,Replace 1 Poor copy
BM-0621,Introduction to Economics 3,Author T. Smith,2,2,1,1,14.0,Replace 1 Poor copy
BM-0589,Introduction to Philosophy 6,Author N. Smith,2,2,1,1,14.0,Replace 1 Poor copy
BM-0588,History of Chemistry 5,Author T. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0761,Mastering Java 4,Author K. Smith,2,2,1,1,14.0,Replace 1 Poor copy
BM-0774,Fundamentals of Art 6,Author U. Williams,2,2,1,1,14.0,Replace 1 Poor copy
BM-0394,Guide to Art 2,Author N. Williams,2,2,1,1,14.0,Replace 1 Poor copy
BM-0778,Handbook of Chemistry 5,Author L. Brown,2,2,1,1,14.0,Replace 1 Poor copy
BM-0225,Fundamentals of Art 7,Author T. Williams,2,2,1,1,14.0,Replace 1 Poor copy
BM-0314,Mastering AI 10,Author R. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0646,Guide to Python 10,Author M. Williams,4,4,1,0,14.0,Replace 1 Poor copy
BM-0151,Fundamentals of Philosophy 9,Author R. Johnson,4,4,1,0,14.0,Replace 1 Poor copy
BM-0898,Advanced Java 1,Author D. Johnson,4,4,1,0,14.0,Replace 1 Poor copy
BM-0385,Advanced Python 4,Author R. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0037,Mastering Python 4,Author W. Smith,2,2,1,1,14.0,Replace 1 Poor copy
BM-0189,Advanced Economics 1,Author H. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0211,Introduction to Machine Learning 7,Author M. Brown,2,2,1,1,14.0,Replace 1 Poor copy
BM-0202,History of Python 6,Author H. Williams,2,2,1,1,14.0,Replace 1 Poor copy
BM-0172,Handbook of Python 6,Author T. Williams,2,2,1,1,14.0,Replace 1 Poor copy
BM-0131,History of Python 8,Author W. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0173,History of Python 7,Author E. Johnson,2,2,1,1,14.0,Replace 1 Poor copy
BM-0008,Fundamentals of Java 1,Author F. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0979,Mastering Music 1,Author L. Brown,3,3,1,0,13.0,Replace 1 Poor copy
BM-0256,History of Calculus 4,Author Y. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0199,Introduction to Economics 3,Author N. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0963,The Art of History 4,Author T. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0740,The Art of AI 9,Author Y. Brown,7,7,0,3,13.0,No Action Needed
BM-0231,Mastering Java 10,Author E. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0044,Fundamentals of Music 9,Author Y. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0242,Mastering Machine Learning 2,Author P. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0847,History of Art 2,Author N. Brown,3,3,1,0,13.0,Replace 1 Poor copy
BM-0953,History of AI 3,Author K. Smith,3,3,1,0,13.0,Replace 1 Poor copy
BM-0184,Handbook of Machine Learning 3,Author X. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0183,Introduction to Java 8,Author N. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0432,Mastering History 6,Author F. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0007,The Art of History 4,Author X. Brown,3,3,1,0,13.0,Replace 1 Poor copy
BM-0160,Advanced History 3,Author F. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0640,Mastering Biology 7,Author K. Smith,3,3,1,0,13.0,Replace 1 Poor copy
BM-0678,History of Biology 2,Author L. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0682,Fundamentals of AI 1,Author F. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0278,Mastering Art 8,Author M. Smith,3,3,1,0,13.0,Replace 1 Poor copy
BM-0124,Handbook of History 9,Author G. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0263,Fundamentals of Economics 7,Author I. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0817,Introduction to History 10,Author Y. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0080,Introduction to Chemistry 1,Author C. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0268,Mastering Economics 7,Author V. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0122,History of Economics 5,Author F. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0873,Introduction to Machine Learning 7,Author E. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0236,Guide to Philosophy 9,Author R. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0431,Handbook of Java 6,Author H. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0616,Mastering Machine Learning 8,Author I. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0938,Mastering Philosophy 4,Author O. Smith,3,3,1,0,13.0,Replace 1 Poor copy
BM-0549,Introduction to Java 1,Author B. Smith,3,3,1,0,13.0,Replace 1 Poor copy
BM-0568,Fundamentals of Machine Learning 5,Author G. Smith,3,3,1,0,13.0,Replace 1 Poor copy
BM-0928,The Art of History 5,Author Y. Brown,3,3,1,0,13.0,Replace 1 Poor copy
BM-0427,Handbook of Physics 2,Author R. Brown,3,3,1,0,13.0,Replace 1 Poor copy
BM-0587,History of Art 6,Author N. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0781,Fundamentals of Economics 9,Author R. Brown,3,3,1,0,13.0,Replace 1 Poor copy
BM-0013,Handbook of Music 6,Author N. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0999,Mastering Art 2,Author Z. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0369,Advanced Music 2,Author C. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0108,Guide to Biology 3,Author K. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0579,Guide to AI 3,Author U. Smith,3,3,1,0,13.0,Replace 1 Poor copy
BM-0409,Advanced Calculus 1,Author H. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0586,Advanced AI 6,Author U. Jones,3,3,1,0,13.0,Replace 1 Poor copy
BM-0349,Advanced Economics 5,Author Q. Smith,3,3,1,0,13.0,Replace 1 Poor copy
BM-0763,History of Economics 6,Author N. Smith,3,3,1,0,13.0,Replace 1 Poor copy
BM-0338,Mastering Philosophy 5,Author Y. Brown,3,3,1,0,13.0,Replace 1 Poor copy
BM-0446,Introduction to Philosophy 1,Author G. Brown,3,3,1,0,13.0,Replace 1 Poor copy
BM-0143,Mastering Art 9,Author M. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0141,History of Economics 1,Author G. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0137,Guide to History 8,Author E. Smith,3,3,1,0,13.0,Replace 1 Poor copy
BM-0694,Fundamentals of Chemistry 10,Author K. Brown,3,3,1,0,13.0,Replace 1 Poor copy
BM-0553,Handbook of Economics 3,Author A. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0693,Handbook of AI 6,Author Y. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0702,History of History 2,Author E. Williams,3,3,1,0,13.0,Replace 1 Poor copy
BM-0444,History of Chemistry 10,Author R. Johnson,3,3,1,0,13.0,Replace 1 Poor copy
BM-0513,Fundamentals of Music 7,Author H. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0509,The Art of History 7,Author N. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0510,Mastering Machine Learning 3,Author Q. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0670,Handbook of Java 8,Author F. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0669,Fundamentals of Physics 5,Author N. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0091,Introduction to Philosophy 5,Author P. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0531,Introduction to Python 7,Author A. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0638,Handbook of Music 5,Author S. Smith,2,2,1,0,12.0,Replace 1 Poor copy
BM-0637,Introduction to Music 2,Author Q. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0630,The Art of Philosophy 4,Author B. Williams,2,2,1,0,12.0,Replace 1 Poor copy
BM-0548,Guide to Music 2,Author N. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0948,Fundamentals of Economics 7,Author H. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0937,Mastering Art 2,Author L. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0516,The Art of Art 10,Author F. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0022,Fundamentals of Calculus 7,Author E. Smith,2,2,1,0,12.0,Replace 1 Poor copy
BM-0660,Advanced Python 5,Author B. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0825,The Art of Java 6,Author Q. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0084,Handbook of Physics 8,Author Z. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0086,Handbook of Physics 7,Author A. Smith,2,2,1,0,12.0,Replace 1 Poor copy
BM-0575,Handbook of Java 3,Author Y. Smith,2,2,1,0,12.0,Replace 1 Poor copy
BM-0560,Mastering Calculus 9,Author L. Williams,2,2,1,0,12.0,Replace 1 Poor copy
BM-0927,History of Music 3,Author Y. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0298,Fundamentals of Java 3,Author Q. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0397,History of Philosophy 10,Author A. Williams,2,2,1,0,12.0,Replace 1 Poor copy
BM-0976,Mastering Java 8,Author B. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0284,Advanced History 10,Author I. Williams,2,2,1,0,12.0,Replace 1 Poor copy
BM-0180,The Art of Machine Learning 2,Author I. Brown,4,4,0,4,12.0,No Action Needed
BM-0471,Advanced Python 5,Author T. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0475,Fundamentals of Calculus 10,Author C. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0698,The Art of Music 1,Author O. Smith,2,2,1,0,12.0,Replace 1 Poor copy
BM-0489,Introduction to Biology 6,Author S. Smith,2,2,1,0,12.0,Replace 1 Poor copy
BM-0003,Mastering Chemistry 2,Author E. Smith,2,2,1,0,12.0,Replace 1 Poor copy
BM-0435,Mastering Java 8,Author L. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0840,Guide to Calculus 2,Author G. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0252,Guide to Art 3,Author I. Williams,2,2,1,0,12.0,Replace 1 Poor copy
BM-0319,Advanced Python 7,Author D. Smith,2,2,1,0,12.0,Replace 1 Poor copy
BM-0982,History of AI 2,Author O. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0684,Handbook of Economics 9,Author L. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0893,Guide to Philosophy 1,Author W. Smith,2,2,1,0,12.0,Replace 1 Poor copy
BM-0357,The Art of Python 6,Author U. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0223,Mastering Music 7,Author V. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0218,Mastering Calculus 7,Author V. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0422,The Art of Calculus 1,Author W. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0453,Handbook of Python 2,Author P. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0700,Handbook of Machine Learning 5,Author Q. Smith,6,6,0,3,12.0,No Action Needed
BM-0846,Introduction to Calculus 10,Author C. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0390,Advanced Python 4,Author D. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0372,History of Economics 3,Author L. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0858,History of Chemistry 9,Author I. Williams,2,2,1,0,12.0,Replace 1 Poor copy
BM-0213,Handbook of Calculus 1,Author P. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0244,Handbook of Java 8,Author J. Brown,2,2,1,0,12.0,Replace 1 Poor copy
BM-0727,History of Music 6,Author M. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0870,Mastering Philosophy 4,Author J. Jones,2,2,1,0,12.0,Replace 1 Poor copy
BM-0593,The Art of Calculus 7,Author X. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0019,Mastering Python 4,Author Q. Johnson,2,2,1,0,12.0,Replace 1 Poor copy
BM-0956,The Art of Biology 9,Author N. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0076,Advanced AI 4,Author K. Johnson,1,1,1,0,11.0,Replace 1 Poor copy
BM-0106,The Art of Machine Learning 3,Author H. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0448,Fundamentals of AI 9,Author G. Jones,1,1,1,0,11.0,Replace 1 Poor copy
BM-0447,The Art of Economics 7,Author U. Williams,1,1,1,0,11.0,Replace 1 Poor copy
BM-0697,Handbook of Python 6,Author L. Johnson,1,1,1,0,11.0,Replace 1 Poor copy
BM-0128,Guide to Art 2,Author U. Brown,1,1,1,0,11.0,Replace 1 Poor copy
BM-0718,The Art of History 1,Author S. Jones,1,1,1,0,11.0,Replace 1 Poor copy
BM-0426,Guide to AI 4,Author L. Jones,1,1,1,0,11.0,Replace 1 Poor copy
BM-0433,Introduction to Physics 6,Author F. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0410,History of Java 3,Author E. Jones,1,1,1,0,11.0,Replace 1 Poor copy
BM-0728,Advanced Art 2,Author C. Williams,1,1,1,0,11.0,Replace 1 Poor copy
BM-0733,Fundamentals of Art 3,Author X. Williams,1,1,1,0,11.0,Replace 1 Poor copy
BM-0738,Handbook of Calculus 7,Author F. Jones,1,1,1,0,11.0,Replace 1 Poor copy
BM-0802,History of Java 6,Author K. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0747,Introduction to Music 3,Author H. Brown,1,1,1,0,11.0,Replace 1 Poor copy
BM-0227,Mastering Java 8,Author V. Brown,1,1,1,0,11.0,Replace 1 Poor copy
BM-0856,Fundamentals of Music 4,Author V. Johnson,1,1,1,0,11.0,Replace 1 Poor copy
BM-0315,Mastering Economics 2,Author S. Williams,1,1,1,0,11.0,Replace 1 Poor copy
BM-0780,History of Physics 1,Author S. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0337,Handbook of Music 8,Author J. Williams,1,1,1,0,11.0,Replace 1 Poor copy
BM-0253,Introduction to Art 4,Author A. Jones,1,1,1,0,11.0,Replace 1 Poor copy
BM-0212,Advanced Biology 5,Author Z. Brown,1,1,1,0,11.0,Replace 1 Poor copy
BM-0206,Mastering Chemistry 1,Author E. Johnson,1,1,1,0,11.0,Replace 1 Poor copy
BM-0988,The Art of Java 4,Author L. Jones,1,1,1,0,11.0,Replace 1 Poor copy
BM-0590,Handbook of Python 6,Author P. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0819,Mastering Art 1,Author M. Jones,1,1,1,0,11.0,Replace 1 Poor copy
BM-0827,History of Philosophy 9,Author A. Williams,1,1,1,0,11.0,Replace 1 Poor copy
BM-0250,Advanced Chemistry 4,Author Y. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0318,Fundamentals of Python 10,Author G. Johnson,1,1,1,0,11.0,Replace 1 Poor copy
BM-0969,The Art of Machine Learning 3,Author D. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0984,Handbook of AI 3,Author E. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0608,Advanced Philosophy 2,Author W. Smith,5,5,0,3,11.0,No Action Needed
BM-0677,Guide to Python 1,Author J. Smith,7,7,0,2,11.0,No Action Needed
BM-0932,Introduction to AI 10,Author V. Johnson,1,1,1,0,11.0,Replace 1 Poor copy
BM-0947,The Art of Chemistry 4,Author O. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0059,Introduction to Economics 4,Author G. Brown,1,1,1,0,11.0,Replace 1 Poor copy
BM-0936,History of Economics 3,Author R. Williams,1,1,1,0,11.0,Replace 1 Poor copy
BM-0605,Guide to Chemistry 6,Author X. Smith,1,1,1,0,11.0,Replace 1 Poor copy
BM-0665,The Art of Java 3,Author D. Williams,1,1,1,0,11.0,Replace 1 Poor copy
BM-0399,Guide to Art 2,Author D. Jones,5,5,0,3,11.0,No Action Needed
BM-0930,Introduction to History 7,Author F. Williams,5,5,0,3,11.0,No Action Needed
BM-0919,Handbook of Calculus 8,Author O. Brown,5,5,0,3,11.0,No Action Needed
BM-0069,Fundamentals of Biology 8,Author U. Johnson,1,1,1,0,11.0,Replace 1 Poor copy
BM-0672,Advanced Music 8,Author D. Jones,1,1,1,0,11.0,Replace 1 Poor copy
BM-0540,Introduction to Biology 2,Author Q. Williams,1,1,1,0,11.0,Replace 1 Poor copy
BM-0565,Handbook of Art 5,Author K. Brown,6,6,0,2,10.0,No Action Needed
BM-0875,Advanced Chemistry 4,Author T. Jones,6,6,0,2,10.0,No Action Needed
BM-0033,Advanced Physics 2,Author I. Smith,4,4,0,3,10.0,No Action Needed
BM-0559,Mastering Physics 9,Author L. Brown,4,4,0,3,10.0,No Action Needed
BM-0210,Fundamentals of Philosophy 2,Author J. Jones,6,6,0,2,10.0,No Action Needed
BM-0130,History of Music 7,Author N. Williams,5,5,0,2,9.0,No Action Needed
BM-0121,Advanced Biology 10,Author A. Jones,5,5,0,2,9.0,No Action Needed
BM-0609,Advanced Python 1,Author F. Smith,5,5,0,2,9.0,No Action Needed
BM-0517,Guide to Calculus 1,Author D. Jones,3,3,0,3,9.0,No Action Needed
BM-0120,Guide to AI 5,Author B. Smith,5,5,0,2,9.0,No Action Needed
BM-0545,Introduction to Chemistry 5,Author K. Williams,3,3,0,3,9.0,No Action Needed
BM-0861,The Art of Python 9,Author F. Williams,5,5,0,2,9.0,No Action Needed
BM-0920,Advanced Calculus 8,Author G. Williams,5,5,0,2,9.0,No Action Needed
BM-0065,Introduction to Philosophy 7,Author A. Jones,5,5,0,2,9.0,No Action Needed
BM-0815,Mastering Philosophy 2,Author O. Brown,5,5,0,2,9.0,No Action Needed
BM-0485,Fundamentals of Python 7,Author V. Jones,6,6,0,1,8.0,No Action Needed
BM-0081,Advanced Calculus 7,Author I. Brown,4,4,0,2,8.0,No Action Needed
BM-0297,Guide to History 9,Author V. Jones,4,4,0,2,8.0,No Action Needed
BM-0285,Handbook of AI 9,Author K. Brown,4,4,0,2,8.0,No Action Needed
BM-0526,History of Calculus 7,Author G. Jones,4,4,0,2,8.0,No Action Needed
BM-0503,Fundamentals of Chemistry 8,Author O. Jones,4,4,0,2,8.0,No Action Needed
BM-0116,Introduction to AI 6,Author U. Williams,4,4,0,2,8.0,No Action Needed
BM-0482,Handbook of Philosophy 10,Author B. Brown,4,4,0,2,8.0,No Action Needed
BM-0046,Guide to AI 9,Author U. Johnson,4,4,0,2,8.0,No Action Needed
BM-0624,The Art of Music 1,Author G. Williams,4,4,0,2,8.0,No Action Needed
BM-0311,Fundamentals of Physics 2,Author Y. Johnson,4,4,0,2,8.0,No Action Needed
BM-0439,The Art of Biology 8,Author C. Johnson,4,4,0,2,8.0,No Action Needed
BM-0138,The Art of Biology 10,Author F. Johnson,4,4,0,2,8.0,No Action Needed
